名稱,分類,次分類,類型,定位地址,回報地址,X坐標,Y座標,定位來源
和睦兒童公園,公共建設,公園,里鄰公園,和睦路一段95巷,,215182.4645,2685288.066,Opendata
福德兒童公園,公共建設,公園,里鄰公園,中正南街80巷與中正南街,,215129.9878,2683479.82,Opendata
豐洲公園,公共建設,公園,里鄰公園,大明路41號對面,,219611.8042,2684484.429,Opendata
社興公園,公共建設,公園,里鄰公園,豐社路.大裡街,,219266.4205,2682861.654,Opendata
消防公園,公共建設,公園,里鄰公園,東洲路25-1號,,220719.3653,2683865.536,Opendata
神洲社區公園,公共建設,公園,里鄰公園,國道四號橋下,,219327.7814,2685171.043,Opendata
新興公園,公共建設,公園,里鄰公園,新興路.和睦路537巷口,,214568.7293,2685855.759,Opendata
光與舞園區,公共建設,公園,里鄰公園,國道四號神岡交流道旁,,215808.7335,2685265.163,Opendata
神岡豐洲科技工業園區綠地(綠4),公共建設,公園,里鄰公園,神洲路506巷旁,,219076.1928,2685820.491,Opendata
溪洲休憩廣場,公共建設,公園,里鄰公園,國道四號橋下,,218506.9912,2685017.681,Opendata
神岡豐洲科技工業園區綠地(綠1),公共建設,公園,里鄰公園,神洲路506巷與堤南路交叉口旁,,219377.5351,2685783.176,Opendata
神岡豐洲科技工業園區綠地(綠2),公共建設,公園,里鄰公園,堤南路旁,,219099.4849,2685979.702,Opendata
神岡豐洲科技工業園區綠地(綠3),公共建設,公園,里鄰公園,堤南路旁,,220838.5614,2685930.823,Opendata
神岡豐洲科技工業園區綠地(綠5),公共建設,公園,里鄰公園,豐工南路與豐工路交叉口旁,,219998.2639,2685693.576,Opendata
神岡豐洲科技工業園區綠地(綠6),公共建設,公園,里鄰公園,豐工路、豐工南路、豐工中路旁,,220029.8947,2685816.223,Opendata
神岡豐洲科技工業園區綠地(綠7),公共建設,公園,里鄰公園,豐工東路旁,,220787.2452,2685907.892,Opendata
豐洲社區休憩公園,公共建設,公園,里鄰公園,國道四號橋下,,218299.7814,2684977.498,Opendata
細公兒2公園,公共建設,公園,里鄰公園,興華1路357巷旁,,219755.0956,2678596.872,Opendata
勝利公園,公共建設,公園,里鄰公園,勝利路152號,,219639.0968,2678454.471,Opendata
東寶兒童公園,公共建設,公園,里鄰公園,大富路與大德一路口,,217336.9989,2677672.026,Opendata
公2,公共建設,公園,里鄰公園,中山路三段221巷,,220063.4304,2680162.691,Opendata
細公兒1公園,公共建設,公園,里鄰公園,祥和路106巷,,220717.7034,2680555.38,Opendata
福仁環保公園,公共建設,公園,里鄰公園,合作街38巷旁,,220371.5994,2677742.23,Opendata
公(兒)6,公共建設,公園,里鄰公園,中山路二段.大新路南側,,219990.3887,2677417.089,Opendata
石牌公園,公共建設,公園,里鄰公園,福貴路492巷旁,,220749.3123,2678251.679,Opendata
長青館前景觀鄰里綠地,公共建設,公園,里鄰公園,中山路2段237巷底,,219963.3367,2678266.611,Opendata
頭家公園,公共建設,公園,里鄰公園,頭張路1段與和平路交叉口,,219348.0284,2676642.314,Opendata
潭陽公園,公共建設,公園,里鄰公園,中山路二段237巷3號對面,,220034.8108,2678201.227,Opendata
公兼滯,公共建設,公園,里鄰公園,興華一路129巷底,,219627.7897,2677869.837,Opendata
大豐公園,公共建設,公園,里鄰公園,大豐路三段157號矽品公司北側,,218718.1396,2679898.129,Opendata
栗林公園,公共建設,公園,里鄰公園,吉林１街旁,,220655.7557,2680901.054,Opendata
祥和新莊景觀綠地,公共建設,公園,里鄰公園,鐵路以東祥和新莊旁,,220547.0857,2680362.14,Opendata
三界公公園,公共建設,公園,里鄰公園,新興路1段53巷2號旁,,220372.7564,2677079.712,Opendata
復興路社區景觀鄰里綠地,公共建設,公園,里鄰公園,復興路二段旁,,220338.4537,2678213.88,Opendata
精忠綠地,公共建設,公園,里鄰公園,頭家路與頭家路65巷口,,219446.843,2676674.773,Opendata
三和公園,公共建設,公園,里鄰公園,龍善二街與龍善二街180巷交會口,,215881.1097,2678595.801,Opendata
大雅公園,公共建設,公園,里鄰公園,中清南路與光明巷,,214112.5832,2679843.802,Opendata
六寶公園,公共建設,公園,里鄰公園,大雅區月祥路上,,212038.7325,2681340.488,Opendata
5號6號綠地,公共建設,公園,里鄰公園,中清路二段66巷1弄18號對面,,214354.3511,2679697.553,Opendata
細綠,公共建設,公園,里鄰公園,昌平路四段500號,,216649.9532,2680288.37,Opendata
綠/清雅段261-6,公共建設,公園,里鄰公園,月祥路59旁/清雅段261-6,,211302.7448,2679551.382,Opendata
二和公園,公共建設,公園,里鄰公園,雅潭路四段703巷10號,,219207.9387,2661121.931,Opendata
大榮公園,公共建設,公園,里鄰公園,大榮街與大榮街45巷,,214462.6043,2680055.122,Opendata
文雅兒童公園,公共建設,公園,里鄰公園,中山北路451巷,,213905.8256,2679736.897,Opendata
舊集會所小型公園,公共建設,公園,里鄰公園,昌平路四段和德勝路附近,,216821.4975,2680637.17,Opendata
陽光大地社區小型綠地,公共建設,公園,里鄰公園,陽光大地後面(中清路四段66巷),,213083.6923,2681163.293,Opendata
南門支線中正路邊坡綠地,公共建設,公園,里鄰公園,中正路高架橋邊坡,,216804.3429,2678948.682,Opendata
南門支線西村路港尾路綠地,公共建設,公園,里鄰公園,西村路及港尾路高架橋上左右兩邊(位於高架橋上),,215825.749,2678088.8,Opendata
南門支線河濱公園I,公共建設,公園,里鄰公園,三和國小附近(昌平路四段旁),,216335.1732,2679417.826,Opendata
南門支線河濱公園II,公共建設,公園,里鄰公園,昌平路四段600號附近,,216749.0988,2680513.297,Opendata
南門支線河濱公園II-I,公共建設,公園,里鄰公園,昌平路四段318號附近,,216466.0954,2679804.041,Opendata
南門支線港尾路邊坡綠地,公共建設,公園,里鄰公園,港尾路高架橋上橋右邊及下橋二邊邊坡,,215806.2956,2678109.447,Opendata
汝鎏公園,公共建設,公園,里鄰公園,信義路87號對面,,211625.7134,2681081.996,Opendata
員林村河濱公園,公共建設,公園,里鄰公園,大林路66巷附近,,214073.7811,2680884.642,Opendata
員林社區小型公園,公共建設,公園,里鄰公園,大林路212巷,,214708.895,2681521.757,Opendata
新天地社區小型公園,公共建設,公園,里鄰公園,神林路一段162巷新天地社區內,,215079.6287,2681009.716,Opendata
中和街與東新路口綠地,公共建設,公園,里鄰公園,中和街五段與東新路二段口,,230618.6285,2682624.832,Opendata
新社消防隊對面綠地,公共建設,公園,里鄰公園,興安路1號(新社消防隊對面),,230351.8664,2681451.346,Opendata
東新路、興安路口綠地,公共建設,公園,里鄰公園,東新路、興安路口,,230794.8783,2682076.151,Opendata
新社區托兒所旁綠地,公共建設,公園,里鄰公園,興社街二段27-2號(新社幼兒園旁),,230630.0564,2681179.18,Opendata
中和街五段108-5號對面綠地,公共建設,公園,里鄰公園,中和街5段108-5號對面,,230410.0501,2683429.396,Opendata
華豐街380號對面綠地,公共建設,公園,里鄰公園,華豐街380號對面,,230370.9327,2679892.276,Opendata
櫻花林對面綠地,公共建設,公園,里鄰公園,協中街6號對面,,231315.1083,2675823.681,Opendata
大復街10-1號對面綠地,公共建設,公園,里鄰公園,大復街10-1號對面,,230726.6598,2679627.647,Opendata
喬木民宿旁綠地,公共建設,公園,里鄰公園,中和街三段30-1號(喬木民宿旁),,230060.653,2680976.519,Opendata
玉山香菇行附近綠地,公共建設,公園,里鄰公園,玉山香菇行附近,,230726.6598,2679627.647,Opendata
中95線道旁綠地,公共建設,公園,里鄰公園,慶西里中95線道旁,,231961.9225,2675556.269,Opendata
中興里活動中心旁綠地,公共建設,公園,里鄰公園,中興嶺街一段43號,,228643.6391,2677950.427,Opendata
602旅圍牆邊綠地,公共建設,公園,里鄰公園,602旅圍牆邊 興社街2段32-5,,231314.2735,2679202.796,Opendata
復盛環保公園,公共建設,公園,里鄰公園,興社街二段26號旁,,230478.6441,2680741.92,Opendata
五分車懷舊公園/梅子懷舊公園,公共建設,公園,里鄰公園,梅子巷37弄47號附近,,229559.6576,2685188.67,Opendata
新石社區公園,公共建設,公園,里鄰公園,新石社區和盛街13巷1號,,231185.9428,2683756.722,Opendata
長青公園,公共建設,公園,里鄰公園,豐勢路和順巷52號旁,,230175.2725,2685011.588,Opendata
德興公園,公共建設,公園,里鄰公園,豐勢路134號後方,,231065.1719,2684179.954,Opendata
五福臨門神木園區,公共建設,公園,里鄰公園,萬仙街岡仙巷1-1號附近,,228320.9232,2684259.201,Opendata
和盛公園,公共建設,公園,里鄰公園,和盛街10號附近,,231274.8929,2683682.622,Opendata
重光公園,公共建設,公園,里鄰公園,中山路21巷1號,,214735.7456,2691716.091,Opendata
親水公園,公共建設,公園,里鄰公園,水美路旁.外埔路,,214613.1904,2691932.257,Opendata
龍鳳公園,公共建設,公園,里鄰公園,甲后路三段937巷30弄旁,,214964.3067,2691480.723,Opendata
六分公園,公共建設,公園,里鄰公園,六分路,,215177.5086,2691762.729,Opendata
磁?公園,公共建設,公園,里鄰公園,甲后路399巷2弄,,214822.4051,2691632.366,Opendata
學德宮公園,公共建設,公園,里鄰公園,外埔國中旁，大同活動中心後面,,214432.6272,2691839.788,Opendata
大東生態公園,公共建設,公園,里鄰公園,甲后路東側國道3號高速公路橋下,,214010.4669,2692476.255,Opendata
口袋公園,公共建設,公園,里鄰公園,水美溪東側，國道3號高速公路橋下,,212934.9712,2692109.674,Opendata
二崁公園,公共建設,公園,里鄰公園,二崁路與重光路交叉口,,214430.9014,2691114.686,Opendata
大東公園,公共建設,公園,里鄰公園,三環路高架橋下,,213594.4746,2692617.648,Opendata
幸福公園,公共建設,公園,里鄰公園,甲東路202巷口,,212801.8394,2692844.215,Opendata
大甲溪畔生態公園,公共建設,公園,里鄰公園,溪底路旁，國道3號高速公路橋下，金仔坑,,211587.3593,2690592.068,Opendata
水美公園,公共建設,公園,里鄰公園,國道3號高速公路橋下，水美路旁,,212790.2435,2692025.66,Opendata
廍子公園,公共建設,公園,里鄰公園,廍子里高速鐵路橋下,,217266.6743,2694069.05,Opendata
鐵山公園,公共建設,公園,里鄰公園,長生路舊有鐵山營區旁,,213658.3605,2693427.762,Opendata
桐花步道水流東公園,公共建設,公園,里鄰公園,六分路六支巷及桐花步道旁,,218391.7789,2691608.858,Opendata
頂庄公園,公共建設,公園,里鄰公園,中山南路轉入南勢厝路旁,,208045.6723,2693261.815,Opendata
安中公園,公共建設,公園,里鄰公園,中山南路193號 加油站對面,,208304.9008,2693148.409,Opendata
東安休閒公園,公共建設,公園,里鄰公園,中山南路79巷福東一路63巷,,208549.0498,2692460.123,Opendata
塭寮漁港東邊綠地,公共建設,公園,里鄰公園,海堤外塭寮漁港東邊 中山北路1巷左,,207609.7296,2696324.506,Opendata
滑草場(和安宮後面)綠地,公共建設,公園,里鄰公園,中山北路轉大安港路旁,,207906.3606,2697136.673,Opendata
北汕公園綠地,公共建設,公園,里鄰公園,中山北路轉入北汕路旁,,208445.4419,2697483.952,Opendata
五甲公園綠地,公共建設,公園,里鄰公園,五甲南路105號前,,208469.5743,2698271.131,Opendata
三塊厝公園,公共建設,公園,里鄰公園,埔頭路58號旁,,208595.0458,2693955.512,Opendata
南埔西濱橋下公園綠地,公共建設,公園,里鄰公園,南埔西濱公路橋下,,206382.5618,2692378.382,Opendata
松雅公園綠地,公共建設,公園,里鄰公園,松三街 松雅社區活動中心旁,,209766.9086,2695245.294,Opendata
大眾媽前面綠地,公共建設,公園,里鄰公園,中山北路轉入大安港路,,207880.4177,2697179.502,Opendata
防沙堤北邊社區公園,公共建設,公園,里鄰公園,中山北路土地公廟前(大安港小段6號),,208162.9114,2697375.694,Opendata
塭寮導流堤旁綠地,公共建設,公園,里鄰公園,溫寮溪出海口旁導流堤,,207690.255,2696147.166,Opendata
北汕停車空間綠地,公共建設,公園,里鄰公園,北汕路(第二大排水)旁,,208027.8245,2697557.071,Opendata
龜?生態公園,公共建設,公園,里鄰公園,中山南路757巷41對面,,207633.7921,2696094.727,Opendata
龜?里休閒公園,公共建設,公園,里鄰公園,溪洲路166巷旁,,208259.4156,2695572.641,Opendata
長春公園,公共建設,公園,里鄰公園,長春街172巷,,213389.9353,2667332.693,Opendata
公一(未開闢),公共建設,公園,里鄰公園,高鐵一路上與學田路上,,210328.4078,2667319.065,Opendata
公二,公共建設,公園,里鄰公園,高鐵東路與環河路口,,210438.101,2666588.134,Opendata
福德公園,公共建設,公園,里鄰公園,中山路三段與高鐵路一段口,,209702.8338,2667147.272,Opendata
細公六,公共建設,公園,里鄰公園,健行路與高鐵路一段口,,209588.2305,2667170.965,Opendata
細公四,公共建設,公園,里鄰公園,環河路四段與三榮七路口,,209774.6107,2666753.016,Opendata
細公兒九,公共建設,公園,里鄰公園,三榮路一段與三榮三路口,,210151.9545,2666854.402,Opendata
細公兒十,公共建設,公園,里鄰公園,三榮路一段與三榮八路口,,209665.5961,2666956.663,Opendata
明道公園,公共建設,公園,里鄰公園,信義街309巷16弄,,212900.1115,2666573.654,Opendata
興祥公園,公共建設,公園,里鄰公園,僑仁街 中山路一段369巷,,213379.1875,2666987.289,Opendata
僑仁休閒公園,公共建設,公園,里鄰公園,興祥街42巷底,,213384.8062,2666879.181,Opendata
自治公園,公共建設,公園,里鄰公園,五光路與公園路交叉口,,212152.0465,2666253.334,Opendata
邊界公園,公共建設,公園,里鄰公園,大同8街.大同10街,,212254.0279,2667486.941,Opendata
細鄰公八公園,公共建設,公園,里鄰公園,民權街101號,,212143.8458,2667453.343,Opendata
三和公園,公共建設,公園,里鄰公園,三和路與三榮一路口,,210311.1196,2666659.257,Opendata
賢達公園,公共建設,公園,里鄰公園,公園路636巷,,211126.5791,2666596.541,Opendata
豐龍公園,公共建設,公園,里鄰公園,公園路352巷旁,,211687.2094,2666545.629,Opendata
湖日公園,公共建設,公園,里鄰公園,公園路上(朝天宮旁),,211419.9803,2666448.002,Opendata
榮和公園,公共建設,公園,里鄰公園,三榮路二段與三榮十二路口對面,,209163.6692,2666980.464,Opendata
正和公園,公共建設,公園,里鄰公園,三榮十三路.環河路五段口,,208840.1594,2667075.976,Opendata
成功公園,公共建設,公園,里鄰公園,三榮路二段與三榮九路口,,209356.2166,2667053.342,Opendata
松鼠公園,公共建設,公園,里鄰公園,健行路與三榮十五路口,,208858.1305,2667385.253,Opendata
長壽公園,公共建設,公園,里鄰公園,健行北一路與三榮十八路口,,208422.3893,2667545.556,Opendata
榮泉公園,公共建設,公園,里鄰公園,環河路與榮泉路口,,208468.353,2667166.984,Opendata
綠帶一,公共建設,公園,里鄰公園,高鐵東路北側,,210817.6037,2667031.531,Opendata
綠帶七,公共建設,公園,里鄰公園,三榮路一段北側與青仔巷交叉口,,209985.2327,2666854.758,Opendata
綠帶二,公共建設,公園,里鄰公園,站區一路北側,,211049.8892,2668108.726,Opendata
綠帶十一,公共建設,公園,里鄰公園,高鐵路一段西側,,209975.3898,2667440.66,Opendata
綠帶三,公共建設,公園,里鄰公園,站區二路北側,,210983.7388,2668117.656,Opendata
綠帶五,公共建設,公園,里鄰公園,站區一路東側,,211027.3306,2667814.189,Opendata
綠帶六,公共建設,公園,里鄰公園,建國路北側,,211159.1404,2667465.738,Opendata
綠帶四,公共建設,公園,里鄰公園,站區二路西側,,210952.7355,2667820.928,Opendata
綠道一,公共建設,公園,里鄰公園,三榮一路與三榮三路交叉南側(南北向),,210249.597,2666725.99,Opendata
綠道二,公共建設,公園,里鄰公園,三榮一路與三榮三路交叉西側(東西向),,210348.9973,2666790.392,Opendata
綠道三,公共建設,公園,里鄰公園,三榮五路西側(L型),,209858.9552,2666777.033,Opendata
綠道五,公共建設,公園,里鄰公園,三榮七路西側與三榮路南側(南北向),,209790.1693,2666898.832,Opendata
綠道六,公共建設,公園,里鄰公園,三榮七路西側與環河路北側(南北向),,209857.6587,2666677.582,Opendata
綠道四,公共建設,公園,里鄰公園,三榮七路西側(東西向),,209638.9236,2666835.577,Opendata
高鐵老樹綠地,公共建設,公園,里鄰公園,高鐵五路,,211121.8074,2667903.75,Opendata
綠帶九,公共建設,公園,里鄰公園,國一高速公路機車道南側與長壽路北側,,208047.259,2667469.24,Opendata
綠帶八,公共建設,公園,里鄰公園,國一高速公路機車道南側與長壽路北側,,208095.7822,2667549.724,Opendata
綠帶十,公共建設,公園,里鄰公園,環河路五段東側,,208058.358,2667406.411,Opendata
綠道七,公共建設,公園,里鄰公園,高鐵路一段與三榮九路間(東西向),,209423.1753,2666898.321,Opendata
綠道九,公共建設,公園,里鄰公園,三榮十二路與榮和路間(東西向),,209147.0633,2667145.531,Opendata
綠道八,公共建設,公園,里鄰公園,三榮九路西側(東西向),,209272.6457,2666944.047,Opendata
綠道十,公共建設,公園,里鄰公園,榮和路西側(東西向),,208968.5627,2667184.806,Opendata
綠道十一,公共建設,公園,里鄰公園,三榮路二段與健行南路間(南北向),,208927.9314,2667195.888,Opendata
綠道十二,公共建設,公園,里鄰公園,三榮十五路與榮泉路間(東西向),,208699.3084,2667268.094,Opendata
綠道十三,公共建設,公園,里鄰公園,健行路與健行北一路間(南北向),,208470.7763,2667510.307,Opendata
綠道十五,公共建設,公園,里鄰公園,健行南一路與三榮十六路(南北向),,208423.9455,2667312.309,Opendata
綠道十四,公共建設,公園,里鄰公園,健行路與健行南一路間(南北向),,208443.0999,2667396.756,Opendata
細綠1,公共建設,公園,里鄰公園,新興路.新路15巷口/興祥段1103,,212385.7468,2666590.506,Opendata
兒二公園,公共建設,公園,里鄰公園,中山路二段與新興路交叉口,,211051.2992,2666801.525,Opendata
兒3環保公園,公共建設,公園,里鄰公園,民權街底,,212156.2051,2667437.252,Opendata
高鐵市公園,公共建設,公園,里鄰公園,大同路民生路交叉路口,,212209.7183,2667299.778,Opendata
兒五公園,公共建設,公園,里鄰公園,民族街與大同二街口,,212017.5533,2667210.802,Opendata
烏日運動公園,公共建設,公園,里鄰公園,一德街與公園三街交叉口,,211994.0269,2666469.719,Opendata
兒1公園,公共建設,公園,里鄰公園,學田路510號對面,,210087.5401,2668538.225,Opendata
仁德公園,公共建設,公園,里鄰公園,麻園東一街,,212627.4825,2666506.808,Opendata
溪邊公園,公共建設,公園,里鄰公園,新興路13巷及五光路1000巷交會處,,212398.8626,2666552.484,Opendata
仁德休閒廣場,公共建設,公園,里鄰公園,信義街116號(托兒所旁),,213396.5719,2666749.905,Opendata
麻園頭溪溪濱公園,公共建設,公園,里鄰公園,中山路、麻園頭溪東、西路,,212450.4308,2666948.283,Opendata
自強公園,公共建設,公園,里鄰公園,自強街與明德街口,,212979.5812,2667149.574,Opendata
前竹環保公園,公共建設,公園,里鄰公園,光明路157巷,,214132.4229,2665832.902,Opendata
東園稻田森林公園,公共建設,公園,里鄰公園,溪南路一段18巷底,,213092.7907,2664816.647,Opendata
重光公園,公共建設,公園,里鄰公園,近溪南路重光巷溪南路一段680巷75號,,213520.8151,2663493.85,Opendata
下番社生態共融公園,公共建設,公園,里鄰公園,沙田路一段854巷95-26號對面,,205078.3084,2669669.961,Opendata
社腳口袋公園,公共建設,公園,里鄰公園,社腳里沙田路一段774巷,,205342.3195,2669750.644,Opendata
動態公園,公共建設,公園,里鄰公園,大明二街210號對面,,203407.6871,2672170.255,Opendata
靜態公園,公共建設,公園,里鄰公園,頂街里大明四街69號馬路對面,,203135.6398,2672478.267,Opendata
福山公園,公共建設,公園,里鄰公園,沙田路一段428巷5弄.沙田路一段512巷15弄,,205814.7804,2668877.772,Opendata
山陽公園,公共建設,公園,里鄰公園,沙田路三段824巷49號對面,,203651.2726,2673883.695,Opendata
王田社區公園,公共建設,公園,里鄰公園,王田里沙田路一段2巷與興和路口,,207658.821,2669108.296,Opendata
追分火車站前,公共建設,公園,里鄰公園,王田里追分街12號前,,206212.3649,2668429.439,Opendata
永順文昌運動公園,公共建設,公園,里鄰公園,文昌路二段東側國道3號橋下,,202567.6837,2673576.716,Opendata
新興入口意象,公共建設,公園,里鄰公園,沙田路二段356巷6號旁,,204052.3513,2671026.519,Opendata
新興綠地,公共建設,公園,里鄰公園,新興街18巷8號旁,,204254.4653,2670669.023,Opendata
大肚環保運動公園,公共建設,公園,里鄰公園,頂街里華山路388號,,204576.8937,2672593.87,Opendata
蔗?公園,公共建設,公園,里鄰公園,中沙路1之2號旁,,206779.8253,2674170.215,Opendata
瑞井古井,公共建設,公園,里鄰公園,瑞井路65巷24號後方,,206578.297,2673259.113,Opendata
舞衫公園,公共建設,公園,里鄰公園,山腳里及沙鹿區三鹿里交界(沙田路斗南巷),,204815.6848,2678307.861,Opendata
拍瀑拉公園,公共建設,公園,里鄰公園,龍泉里中社一街、二街,,205585.5091,2677092.461,Opendata
細公兼滯+細公1+細公2+細公3 ?,公共建設,公園,里鄰公園,遊園北路.遠東街/東海段98-9等11筆,,208185.2056,2676150.145,Opendata
向上路/中興路三角路口綠地,公共建設,公園,里鄰公園,中興路/向上路六段三角路口,,206796.9327,2675486.017,Opendata
水師寮兒童公園,公共建設,公園,里鄰公園,南崗路與竹師路二段交叉,,204314.1151,2676201.496,Opendata
麗水河濱公園,公共建設,公園,里鄰公園,麗水里龍井堤防1k＋280~1k＋700,,200347.222,2676600.676,Opendata
中興橋下綠地,公共建設,公園,里鄰公園,中華路以東，安良港大排南側。,,203675.8694,2679243.086,Opendata
亨德公園,公共建設,公園,里鄰公園,南寮里福建宮水池旁中沙路南寮巷89號,,206042.1684,2674538.515,Opendata
阿罩霧本堂公園,公共建設,公園,里鄰公園,成功路與民生路,,219505.0107,2661601.725,Opendata
甲寅老人休憩公園,公共建設,公園,里鄰公園,錦山路旁(峰北段400、400-1地號),,220200.7719,2662847.519,Opendata
五福災後避難場所周邊綠地,公共建設,公園,里鄰公園,五福北段77地號,,215585.7218,2663923.309,Opendata
大愛綠地,公共建設,公園,里鄰公園,錦州路、大愛路口,,220483.6357,2663964.174,Opendata
吉峰公園,公共建設,公園,里鄰公園,北溝溪畔，近清元橋，可由民生路417巷進入,,221870.6035,2663787.941,Opendata
車坪溜綠地,公共建設,公園,里鄰公園,車坪溜橋附近,,222452.4524,2658527.327,Opendata
峰谷綠地,公共建設,公園,里鄰公園,峰谷路178號前,,219442.2065,2659433.276,Opendata
中平公園,公共建設,公園,里鄰公園,太平路、太平八街口,,221635.0748,2668473.46,Opendata
河堤公園,公共建設,公園,里鄰公園,平安里太堤西路,,222040.6196,2668252.044,Opendata
永成公園,公共建設,公園,里鄰公園,永成路、永華路口,,220741.6424,2668001.587,Opendata
永億公園,公共建設,公園,里鄰公園,永成北路,,221283.7799,2668371.72,Opendata
建國公園,公共建設,公園,里鄰公園,精美路258號,,222043.1503,2668764.813,Opendata
八德公園,公共建設,公園,里鄰公園,環太西路與中山路三段(坪林橋南側),,221806.7346,2671491.289,Opendata
宜昌公園,公共建設,公園,里鄰公園,十甲路宜昌路口,,220849.8663,2671014.663,Opendata
宜欣公園,公共建設,公園,里鄰公園,宜欣里祥順路一段與宜昌東路160巷南側,,221534.9319,2670497.844,Opendata
宜富公園,公共建設,公園,里鄰公園,祥順路一段與宜昌東路160巷北側,,221689.138,2671074.657,Opendata
九二一震災紀念公園,公共建設,公園,里鄰公園,太平路光興隆橋旁,,221841.708,2667848.087,Opendata
永福公園1,公共建設,公園,里鄰公園,長億十一街,,221106.4955,2667363.697,Opendata
建平公園,公共建設,公園,里鄰公園,精美路建平國小旁,,222080.8502,2668863.196,Opendata
福平公園,公共建設,公園,里鄰公園,建成街、建祥街口,,221986.2571,2669037.591,Opendata
精美公園,公共建設,公園,里鄰公園,精美路.精美路301巷,,222106.1951,2668933.251,Opendata
立文公園,公共建設,公園,里鄰公園,育才路與立功路口,,221119.367,2672406.915,Opendata
新福公園,公共建設,公園,里鄰公園,旱溪東路二段與中山路四段口北側200公尺,,219662.7061,2671716.646,Opendata
德興公園,公共建設,公園,里鄰公園,新興路與新生50巷口,,220436.5716,2672741.899,Opendata
永福公園2,公共建設,公園,里鄰公園,長億十一街跟長弘街口,,221075.8291,2667430.32,Opendata
大源公園,公共建設,公園,里鄰公園,環太東路與大源19街南側,,221820.6226,2670754.992,Opendata
豐年公園,公共建設,公園,里鄰公園,環太東路與大源18街北側,,221888.6638,2670986.215,Opendata
甲堤公園,公共建設,公園,里鄰公園,太平里甲堤路近新仁路口,,219630.0303,2667448.389,Opendata
光明大地,公共建設,公園,里鄰公園,中山路二段.長安路/豐中段24.26地號,,222042.9602,2671670.571,Opendata
正誠公園,公共建設,公園,里鄰公園,建興里正誠街、鵬儀路口,,222705.9254,2669373.872,Opendata
綠二,公共建設,公園,里鄰公園,旱溪東路二段,,220004.2482,2672335.13,Opendata
綠三,公共建設,公園,里鄰公園,旱溪東路二段,,219932.5809,2672178.901,Opendata
細綠2,公共建設,公園,里鄰公園,太順路與樹孝路口,,221564.1561,2672661.964,Opendata
綠一,公共建設,公園,里鄰公園,新興路與旱溪東路口,,220050.6163,2672686.998,Opendata
新綠,公共建設,公園,里鄰公園,環太東路與大源32街口,,221753.6604,2670556.438,Opendata
福德公園,公共建設,公園,里鄰公園,中山路二段541巷25號,,221943.9184,2671279.484,Opendata
長億公園,公共建設,公園,里鄰公園,永成里永成北路、永泰街口,,220985.6133,2668105.969,Opendata
宜佳公園,公共建設,公園,里鄰公園,宜佳里宜佳街,,220851.4477,2670496.458,Opendata
宜樂公園,公共建設,公園,里鄰公園,宜佳里十甲路十甲橋南側,,220767.2348,2671011.289,Opendata
宜平公園,公共建設,公園,里鄰公園,宜昌里十甲路十甲橋北側,,220822.3055,2671104.428,Opendata
鄉鄰公園,公共建設,公園,里鄰公園,宜昌里十甲路與環中東路四段快速道路口,,220760.4854,2671287.736,Opendata
東村公園,公共建設,公園,里鄰公園,東村八街13巷,,222056.3699,2670218.495,Opendata
永樂公園,公共建設,公園,里鄰公園,太平區長億八街42號前,,221270.9942,2667676.566,Opendata
福星公園,公共建設,公園,里鄰公園,長億里太平三街、長億十街口,,221196.5503,2667609.491,Opendata
吉祥公園,公共建設,公園,里鄰公園,宜昌里環太西路與中山路三段(坪林橋北側),,221921.4582,2671794.298,Opendata
新坪公園,公共建設,公園,里鄰公園,新吉里新平路三段42巷口,,221551.4003,2671669.441,Opendata
立德公園,公共建設,公園,里鄰公園,新高里立德街、民族街口附近,,220907.8379,2671980.291,Opendata
新光兒童公園,公共建設,公園,里鄰公園,新高里樹德路、振文路口,,220675.9027,2671767.018,Opendata
新安兒童公園,公共建設,公園,里鄰公園,新興里新興路35巷對面,,220716.158,2672760.48,Opendata
永豐公園,公共建設,公園,里鄰公園,永豐路45巷對面,,220632.3811,2668846.615,Opendata
大興19街口綠地,公共建設,公園,里鄰公園,大興路與大興19街口,,223812.0405,2672500.714,Opendata
親水公園,公共建設,公園,里鄰公園,大興里?子坑產業道路,,226362.0011,2672716.753,Opendata
坪林森林公園,公共建設,公園,里鄰公園,太平區中山路二段439巷,,222675.8572,2671501.444,Opendata
麗園公園,公共建設,公園,里鄰公園,長安東路248巷,,222854.6734,2672543.376,Opendata
屯藝公園,公共建設,公園,里鄰公園,長安東路80號旁(麗園公園對面),,222974.7293,2672620.451,Opendata
內湖段37-1三角綠地,公共建設,公園,里鄰公園,光興路與太堤東路三角綠地,,223128.8758,2669386.136,Opendata
新德隆社區公園,公共建設,公園,里鄰公園,德明路400巷,,221615.6181,2666512.115,Opendata
頂坪公園,公共建設,公園,里鄰公園,光興路1266巷145對面,,223623.8019,2668033.839,Opendata
萬福公園,公共建設,公園,里鄰公園,大興16街,,223406.71,2672351.067,Opendata
土地公崁公園,公共建設,公園,里鄰公園,長龍路三段65-2,,226505.8894,2666615.964,Opendata
中埔四號橋公園,公共建設,公園,里鄰公園,中埔四號橋北側  長龍路三段276,,227114.6115,2666794.499,Opendata
蝙蝠洞公園,公共建設,公園,里鄰公園,長龍路四段8號,,230436.3286,2666068.356,Opendata
