名稱,分類,次分類,定位地址,回報地址,X坐標,Y座標,來源
寄居蟹行旅,工商活動,大型展示中心或觀光飯店,臺中市梧棲區港埠路二段431巷22號,臺中市梧棲區頂寮里20鄰港埠路二段431巷22號,203266.366,2683896.591,TGOS
東海小時光,工商活動,大型展示中心或觀光飯店,臺中市龍井區新興路東興巷45號,臺中市龍井區新東里5鄰新興路東興巷45號,208664.220,2675117.899,TGOS
東關溫泉大旅社,工商活動,大型展示中心或觀光飯店,臺中市和平區東關路一段溫泉巷18號,臺中市和平區博愛里2鄰東關路一段溫泉巷18號,250992.231,2677614.294,TGOS
山沐斯達,工商活動,大型展示中心或觀光飯店,臺中市新社區崑山里崑南街29之7號,臺中市新社區崑山里6鄰崑南街29之7號,228254.728,2680819.089,TGOS
酒桶山民宿,工商活動,大型展示中心或觀光飯店,臺中市太平區東汴里山田路長青巷28之1號,臺中市太平區東汴里11鄰山田路長青巷28之1號,231172.440,2670581.439,TGOS
七二旅店,工商活動,大型展示中心或觀光飯店,臺中市中區自由路二段72號,臺中市中區公園里8鄰自由路二段72號,217841.426,2670693.365,TGOS
星漾商旅,工商活動,大型展示中心或觀光飯店,臺中市北區錦南街17號,臺中市北區新北里18鄰錦南街17號,218315.840,2672088.259,TGOS
星光山悅民宿,工商活動,大型展示中心或觀光飯店,臺中市和平區雪山路出雲巷18號,臺中市和平區中坑里4鄰雪山路出雲巷18號,239221.543,2677757.481,TGOS
塔木德國際旅館,工商活動,大型展示中心或觀光飯店,臺中市北區柳川西路四段1號,臺中市北區大湖里3鄰柳川西路四段1號,217309.738,2671590.521,TGOS
高鐵戀館,工商活動,大型展示中心或觀光飯店,臺中市烏日區新興路15號,臺中市烏日區烏日里7鄰新興路15號,212409.532,2666621.115,TGOS
龍城大旅社,工商活動,大型展示中心或觀光飯店,臺中市東區立德街13號,臺中市東區新庄里27鄰立德街13號,218111.815,2670040.827,TGOS
西悠飯店 台中店 CU HOTEL,工商活動,大型展示中心或觀光飯店,臺中市北區進化北路429號,臺中市北區賴村里2鄰進化北路429號,217075.130,2673116.529,TGOS
巴里島汽車旅館,工商活動,大型展示中心或觀光飯店,臺中市北屯區昌平東五路80號,臺中市北屯區松強里2鄰昌平東五路80號,218484.269,2675640.132,TGOS
立勤大飯店,工商活動,大型展示中心或觀光飯店,臺中市潭子區潭陽里中山路二段345號,臺中市潭子區潭陽里23鄰中山路二段345號,220052.476,2678553.915,TGOS
福壽山農場,工商活動,大型展示中心或觀光飯店,臺中市和平區梨山里福壽路29號,臺中市和平區梨山里10鄰福壽路29號,274961.146,2682173.064,TGOS
挪威森林行旅3號館,工商活動,大型展示中心或觀光飯店,臺中市中區建國路187號,臺中市中區綠川里19鄰建國路187號,218071.655,2670441.575,TGOS
漢彌敦大飯店,工商活動,大型展示中心或觀光飯店,臺中市西區華美街303之1號,臺中市西區公益里12鄰華美街303之1號,215296.084,2671670.952,TGOS
曾家邨,工商活動,大型展示中心或觀光飯店,臺中市太平區東汴里山田路長青巷30號,臺中市太平區東汴里11鄰山田路長青巷30號,230946.228,2669694.180,TGOS
艾菲爾文化旅店,工商活動,大型展示中心或觀光飯店,臺中市梧棲區臨港路四段298號,臺中市梧棲區下寮里18鄰臨港路四段298號,202022.962,2683834.061,TGOS
現代莊園,工商活動,大型展示中心或觀光飯店,臺中市新社區永源里水井街39巷11號,臺中市新社區永源里13鄰水井街39巷11號,227336.079,2678524.157,TGOS
台中愛戀旅店,工商活動,大型展示中心或觀光飯店,臺中市北區錦祥街22號,臺中市北區錦祥里23鄰錦祥街22號,218765.323,2672414.370,TGOS
台中麗港酒店,工商活動,大型展示中心或觀光飯店,臺中市西區臺灣大道一段709號,臺中市西區後龍里24鄰臺灣大道一段709號,216815.079,2671354.072,TGOS
不老嵩商務旅館,工商活動,大型展示中心或觀光飯店,臺中市西區大和路3號,臺中市西區後龍里9鄰大和路3號,216422.511,2671687.941,TGOS
花沐蘭精品旅館,工商活動,大型展示中心或觀光飯店,臺中市沙鹿區七賢路288號,臺中市沙鹿區犁分里11鄰七賢路288號,206614.495,2681946.467,TGOS
綠宿行旅,工商活動,大型展示中心或觀光飯店,臺中市西區民生北路126號,臺中市西區後龍里10鄰民生北路126號,216286.954,2671589.146,TGOS
樹之間,工商活動,大型展示中心或觀光飯店,臺中市東勢區東蘭路石排巷33之2號,臺中市東勢區茂興里2鄰東蘭路石排巷33之2號,230919.590,2687613.981,TGOS
杜拜風情時尚旅館,工商活動,大型展示中心或觀光飯店,臺中市大雅區神林南路568號,臺中市大雅區二和里13鄰神林南路568號,214705.214,2679344.242,TGOS
火柴盒,工商活動,大型展示中心或觀光飯店,臺中市龍井區新興路13巷16號,臺中市龍井區新東里6鄰新興路13巷16號,208399.910,2675037.649,TGOS
清境民宿會館,工商活動,大型展示中心或觀光飯店,臺中市東勢區茂興里15鄰東蘭路197之73號,臺中市東勢區茂興里15鄰東蘭路197之73號,229929.274,2687554.909,TGOS
框框背包客棧,工商活動,大型展示中心或觀光飯店,臺中市龍井區臺灣大道五段3巷62弄56號,臺中市龍井區新東里3鄰臺灣大道五段3巷62弄56號,208417.609,2675308.319,TGOS
金滿家大飯店,工商活動,大型展示中心或觀光飯店,臺中市北區五義街167號,臺中市北區五常里6鄰五義街167號,217524.927,2672088.410,TGOS
逗留旅店 DOULIU inn Hotel,工商活動,大型展示中心或觀光飯店,臺中市西區西屯路一段173號,臺中市西區民龍里20鄰西屯路一段173號,216460.579,2672108.335,TGOS
真正好旅店,工商活動,大型展示中心或觀光飯店,臺中市豐原區源豐路152號,臺中市豐原區下街里1鄰源豐路152號,221352.625,2683207.455,TGOS
挪威森林漫活休閒旅館,工商活動,大型展示中心或觀光飯店,臺中市太平區環中東路四段369號,臺中市太平區宜佳里23鄰環中東路四段369號,220691.016,2670909.526,TGOS
紫禁城精品汽車旅館,工商活動,大型展示中心或觀光飯店,臺中市南屯區大墩六街488號,臺中市南屯區田心里27鄰大墩六街488號,213584.442,2670937.352,TGOS
綠夜文旅,工商活動,大型展示中心或觀光飯店,臺中市西區公正路122號,臺中市西區中興里10鄰公正路122號,215684.668,2671578.148,TGOS
卡爾登飯店台中館,工商活動,大型展示中心或觀光飯店,臺中市西區忠明南路61號,臺中市西區忠誠里7鄰忠明南路61號,215263.674,2672166.580,TGOS
都樂旅館,工商活動,大型展示中心或觀光飯店,臺中市西屯區臺灣大道四段458號,臺中市西屯區福安里2鄰臺灣大道四段458號,212016.856,2674796.751,TGOS
麗加園邸酒店,工商活動,大型展示中心或觀光飯店,臺中市西區公益路111號,臺中市西區民龍里2鄰公益路111號,216101.143,2671748.331,TGOS
成尼斯汽車旅館,工商活動,大型展示中心或觀光飯店,臺中市西屯區上安路175號,臺中市西屯區至善里15鄰上安路175號,213185.120,2674194.779,TGOS
米力行旅台中火車站館,工商活動,大型展示中心或觀光飯店,臺中市東區大勇街69號,臺中市東區新庄里21鄰大勇街69號,218278.888,2669962.069,TGOS
全國大飯店,工商活動,大型展示中心或觀光飯店,臺中市西區館前路57號,臺中市西區民龍里6鄰館前路57號,215849.413,2672059.393,TGOS
企業家大飯店,工商活動,大型展示中心或觀光飯店,臺中市東區和平街160號,臺中市東區新庄里21鄰和平街160號,218205.935,2669963.007,TGOS
奇異果快捷旅店-捷運中清店,工商活動,大型展示中心或觀光飯店,臺中市北區華美街二段312號,臺中市北區立人里4鄰華美街二段312號,216365.660,2674205.555,TGOS
碧園旅店,工商活動,大型展示中心或觀光飯店,臺中市中區臺灣大道一段208號,臺中市中區公園里13鄰臺灣大道一段208號,217666.894,2670634.548,TGOS
佳園民宿,工商活動,大型展示中心或觀光飯店,臺中市新社區協中街189之2號,臺中市新社區協成里19鄰協中街189之2號,230254.768,2676533.089,TGOS
新聯美旅社,工商活動,大型展示中心或觀光飯店,臺中市潭子區潭陽里潭興路二段494號,臺中市潭子區潭陽里18鄰潭興路二段494號,220205.655,2678483.575,TGOS
博奇大飯店,工商活動,大型展示中心或觀光飯店,臺中市中區雙十路一段5號,臺中市中區綠川里20鄰雙十路一段5號,218043.715,2670608.174,TGOS
五福加持民宿,工商活動,大型展示中心或觀光飯店,臺中市石岡區萬仙街岡仙巷2之2號,臺中市石岡區龍興里1鄰萬仙街岡仙巷2之2號,228360.564,2684230.335,TGOS
麗心汽車旅館,工商活動,大型展示中心或觀光飯店,臺中市北區陝西路117號,臺中市北區立人里1鄰陝西路117號,216276.600,2674150.004,TGOS
新天地汽車旅館,工商活動,大型展示中心或觀光飯店,臺中市南屯區大墩四街380號,臺中市南屯區田心里3鄰大墩四街380號,213884.959,2670736.214,TGOS
新福商務飯店,工商活動,大型展示中心或觀光飯店,臺中市北區崇德路一段647號,臺中市北區頂厝里16鄰崇德路一段647號,217990.043,2673676.825,TGOS
台中商務旅館,工商活動,大型展示中心或觀光飯店,臺中市西屯區臺灣大道三段593號,臺中市西屯區潮洋里13鄰臺灣大道三段593號,213130.810,2673899.651,TGOS
光之旅店,工商活動,大型展示中心或觀光飯店,臺中市西屯區福星西路39號,臺中市西屯區西墩里17鄰福星西路39號,213240.565,2675259.142,TGOS
胡明月山房,工商活動,大型展示中心或觀光飯店,臺中市新社區永源里中和街一段山腳巷20之8號,臺中市新社區永源里7鄰中和街一段山腳巷20之8號,228228.761,2679546.978,TGOS
新羽旅舘,工商活動,大型展示中心或觀光飯店,臺中市東區和平街142號,臺中市東區新庄里18鄰和平街142號,218137.149,2669928.401,TGOS
初心旅行農莊,工商活動,大型展示中心或觀光飯店,臺中市石岡區龍興里萬仙街仙塘坪巷125之1號,臺中市石岡區龍興里5鄰萬仙街仙塘坪巷125之1號,229245.432,2682610.240,TGOS
台中車站快捷旅店,工商活動,大型展示中心或觀光飯店,臺中市東區復興路四段184號,臺中市東區復興路四段184號,218219.7089,2670127.223,Google
無塵民宿,工商活動,大型展示中心或觀光飯店,臺中市新社區中和街一段山腳巷20之2號,臺中市新社區永源里7鄰中和街一段山腳巷20之2號,228279.461,2679258.029,TGOS
銀座大飯店,工商活動,大型展示中心或觀光飯店,臺中市中區臺灣大道一段81巷18號,臺中市中區繼光里2鄰臺灣大道一段81巷18號,217779.228,2670428.566,TGOS
水雲端旗艦概念旅館（旗艦主題館）,工商活動,大型展示中心或觀光飯店,臺中市西屯區環中路二段1565號,臺中市西屯區潮洋里1鄰環中路二段1565號,212846.613,2674357.677,TGOS
葉綠宿旅館,工商活動,大型展示中心或觀光飯店,臺中市西屯區西屯路二段287號,臺中市西屯區上石里1鄰西屯路二段287號,213749.469,2674615.842,TGOS
北海大飯店,工商活動,大型展示中心或觀光飯店,臺中市北區中清路一段286號,臺中市北區賴村里7鄰中清路一段286號,217060.268,2672736.703,TGOS
荷村汽車旅館,工商活動,大型展示中心或觀光飯店,臺中市梧棲區中華路一段1131巷1號,臺中市梧棲區大庄里6鄰中華路一段1131巷1號,204384.516,2681949.791,TGOS
燕華樓大旅社,工商活動,大型展示中心或觀光飯店,臺中市和平區梨山里民族街22號,臺中市和平區梨山里18鄰民族街22號,275981.456,2683199.316,TGOS
奇異果快捷旅店-中正店,工商活動,大型展示中心或觀光飯店,臺中市中區臺灣大道一段441號,臺中市中區柳川里8鄰臺灣大道一段441號,217289.625,2670948.160,TGOS
雲月精品會館,工商活動,大型展示中心或觀光飯店,臺中市大里區勝利二路100號,臺中市大里區國光里19鄰勝利二路100號,217991.024,2666221.183,TGOS
沐舍國際飯店三好館,工商活動,大型展示中心或觀光飯店,臺中市南屯區文心路一段552號,臺中市南屯區溝墘里2鄰文心路一段552號,214133.329,2672261.000,TGOS
撲克商旅,工商活動,大型展示中心或觀光飯店,臺中市西區民權路67號,臺中市西區民生里3鄰民權路67號,217545.217,2670228.217,TGOS
金沙汽車旅館,工商活動,大型展示中心或觀光飯店,臺中市北區太平路201號,臺中市北區大湖里2鄰太平路201號,217318.030,2671706.132,TGOS
福忠彩虹渡假旅館,工商活動,大型展示中心或觀光飯店,臺中市和平區梨山里中正路61號,臺中市和平區梨山里16鄰中正路61號,275974.929,2683246.731,TGOS
隱和旅,工商活動,大型展示中心或觀光飯店,臺中市西屯區西屯路二段272之16號,臺中市西屯區逢甲里24鄰西屯路二段272之16號,213861.408,2674483.662,TGOS
53行館,工商活動,大型展示中心或觀光飯店,臺中市中區中山路27號,臺中市中區綠川里6鄰中山路27號,217818.078,2670289.342,TGOS
華登商務大飯店,工商活動,大型展示中心或觀光飯店,臺中市北屯區瀋陽路一段84號,臺中市北屯區平和里14鄰瀋陽路一段84號,217223.428,2674346.453,TGOS
二川行旅,工商活動,大型展示中心或觀光飯店,臺中市南區復興路三段372號,臺中市南區長春里2鄰復興路三段372號,217716.209,2669903.538,TGOS
富都大旅社,工商活動,大型展示中心或觀光飯店,臺中市沙鹿區中山路294號,臺中市沙鹿區洛泉里7鄰中山路294號,205334.214,2681511.061,TGOS
新峰旅社,工商活動,大型展示中心或觀光飯店,臺中市霧峰區中正路875巷2號,臺中市霧峰區本堂里30鄰中正路875巷2號,219318.901,2662142.794,TGOS
米閣商旅,工商活動,大型展示中心或觀光飯店,臺中市北區六合里成功路437號,臺中市北區六合里5鄰成功路437號,217023.179,2671347.822,TGOS
中科大飯店,工商活動,大型展示中心或觀光飯店,臺中市北屯區旅順路二段7號,臺中市北屯區平福里5鄰旅順路二段7號,218126.584,2674394.578,TGOS
美豐旅社,工商活動,大型展示中心或觀光飯店,臺中市中區建國路159巷12號,臺中市中區綠川里10鄰建國路159巷12號,217981.796,2670387.865,TGOS
金龍旅社,工商活動,大型展示中心或觀光飯店,臺中市東勢區第二橫街26號,臺中市東勢區南平里1鄰第二橫街26號,232709.853,2683241.279,TGOS
輝丸商旅,工商活動,大型展示中心或觀光飯店,臺中市中區柳川西路三段19號,臺中市中區大誠里2鄰柳川西路三段19號,217139.179,2670871.324,TGOS
飛燕城堡度假飯店,工商活動,大型展示中心或觀光飯店,臺中市和平區梨山里民族街46號,臺中市和平區梨山里19鄰民族街46號,275944.718,2683161.217,TGOS
台中大毅老爺行旅,工商活動,大型展示中心或觀光飯店,臺中市西區英才路601號,臺中市西區安龍里4鄰英才路601號,216016.578,2670847.606,TGOS
薆悅酒店-Grand,工商活動,大型展示中心或觀光飯店,臺中市北區五權路228號,臺中市北區五權路228號,217166.9244,2671722.875,Google
富春大飯店,工商活動,大型展示中心或觀光飯店,臺中市中區中山路3號,臺中市中區綠川里6鄰中山路3號,217882.576,2670253.217,TGOS
春水漾旅館,工商活動,大型展示中心或觀光飯店,臺中市豐原區成功路579號,臺中市豐原區豐圳里16鄰成功路579號,220085.329,2683188.109,TGOS
覓玥精品時尚旅館,工商活動,大型展示中心或觀光飯店,臺中市太平區環中東路四段629號,臺中市太平區宜佳里15鄰環中東路四段629號,220626.269,2670373.983,TGOS
崧湯汽車旅館,工商活動,大型展示中心或觀光飯店,臺中市北屯區崇德六路216號,臺中市北屯區松竹里11鄰崇德六路216號,217926.405,2675052.734,TGOS
香榭驪舍大飯店,工商活動,大型展示中心或觀光飯店,臺中市北區五權路377號,臺中市北區五常里9鄰五權路377號,217559.309,2671994.816,TGOS
時空行旅,工商活動,大型展示中心或觀光飯店,臺中市西區明義街71號,臺中市西區明義街71號,215391.7922,2672298.336,Google
春天溫泉SPA旅館,工商活動,大型展示中心或觀光飯店,臺中市大里區永隆路451號,臺中市大里區永隆里9鄰永隆路451號,217085.970,2667516.910,TGOS
金禧民宿,工商活動,大型展示中心或觀光飯店,臺中市龍井區新東里6鄰新興路11巷6號,臺中市龍井區新東里6鄰新興路11巷6號,208433.190,2675089.750,TGOS
日光山林,工商活動,大型展示中心或觀光飯店,臺中市東勢區新城街288巷22號,臺中市東勢區上城里6鄰新城街288巷22號,234166.962,2679389.673,TGOS
茂華商旅,工商活動,大型展示中心或觀光飯店,臺中市大甲區蔣公路170號,臺中市大甲區順天里11鄰蔣公路170號,211588.280,2693456.399,TGOS
喬木民宿,工商活動,大型展示中心或觀光飯店,臺中市新社區中和街三段30之1號,臺中市新社區復盛里7鄰中和街三段30之1號,230041.975,2680891.176,TGOS
美之旅商務飯店,工商活動,大型展示中心或觀光飯店,臺中市西區美村路一段269號,臺中市西區中興里9鄰美村路一段269號,215637.513,2671461.441,TGOS
雀客快捷台中逢甲,工商活動,大型展示中心或觀光飯店,臺中市西屯區至善路234巷2號,臺中市西屯區西平里12鄰至善路234巷2號,213777.867,2674743.967,TGOS
慕田峪,工商活動,大型展示中心或觀光飯店,臺中市新社區中興街56之2號,臺中市新社區中和里5鄰中興街56之2號,234465.986,2671232.955,TGOS
皇春賓館,工商活動,大型展示中心或觀光飯店,臺中市清水區新興路145號,臺中市清水區北寧里15鄰新興路145號,207106.198,2685197.833,TGOS
元素會館,工商活動,大型展示中心或觀光飯店,臺中市中區市府路81號,臺中市中區公園里19鄰市府路81號,217550.777,2670602.325,TGOS
彰化縣農會東勢林場,工商活動,大型展示中心或觀光飯店,臺中市東勢區勢林街6之1號,臺中市東勢區東新里9鄰勢林街6之1號,237011.970,2686341.358,TGOS
米樂旅店,工商活動,大型展示中心或觀光飯店,臺中市西屯區黎明路三段493號,臺中市西屯區西墩里10鄰黎明路三段493號,213395.946,2675535.646,TGOS
賀緹酒店,工商活動,大型展示中心或觀光飯店,臺中市太平區育賢路286號,臺中市太平區新高里19鄰育賢路286號,221169.423,2672612.615,TGOS
鼎隆國際商旅,工商活動,大型展示中心或觀光飯店,臺中市西屯區臺灣大道三段558號,臺中市西屯區上安里1鄰臺灣大道三段558號,213435.549,2673767.322,TGOS
豪宮大飯店,工商活動,大型展示中心或觀光飯店,臺中市中區光復路115號,臺中市中區光復里21鄰光復路115號,217711.234,2670839.808,TGOS
緣橋汽車旅館,工商活動,大型展示中心或觀光飯店,臺中市南屯區大墩十一街433號,臺中市南屯區大墩十一街433號,213566.1286,2671530.2580,Google
福棧,工商活動,大型展示中心或觀光飯店,臺中市大甲區育德路21號,臺中市大甲區順天里7鄰育德路21號,211697.170,2693370.029,TGOS
萊特薇庭(LIGHT WEDDING),工商活動,大型展示中心或觀光飯店,臺中市西屯區龍富路五段400號,臺中市西屯區龍潭里6鄰龍富路五段400號,212382.573,2672735.654,TGOS
統一谷關渡假村,工商活動,大型展示中心或觀光飯店,臺中市和平區東關路一段188號,臺中市和平區東關路一段188號,244035.7848,2679568.885,Google
莿桐花文創微旅,工商活動,大型展示中心或觀光飯店,臺中市中區臺灣大道一段141巷11號,臺中市中區繼光里4鄰臺灣大道一段141巷11號,217716.116,2670488.632,TGOS
文華道會館,工商活動,大型展示中心或觀光飯店,臺中市西屯區文華路138巷31號,臺中市西屯區西平里22鄰文華路138巷31號,214153.263,2675331.034,TGOS
僑芳賓館,工商活動,大型展示中心或觀光飯店,臺中市后里區后里里復興街104號,臺中市后里區后里里6鄰復興街104號,221741.456,2689216.294,TGOS
愛力根汽車旅館,工商活動,大型展示中心或觀光飯店,臺中市梧棲區港埠路二段450號,臺中市梧棲區南簡里13鄰港埠路二段450號,203467.909,2683928.654,TGOS
奇異果快捷旅店－站前一館,工商活動,大型展示中心或觀光飯店,臺中市中區臺灣大道一段19號,臺中市中區綠川里9鄰臺灣大道一段19號,217908.222,2670349.379,TGOS
微笑73旅店,工商活動,大型展示中心或觀光飯店,臺中市中區光復路101號,臺中市中區公園里25鄰光復路101號,217750.937,2670809.774,TGOS
星漾商旅(中清館),工商活動,大型展示中心或觀光飯店,臺中市北區中清路一段63號,臺中市北區文莊里17鄰中清路一段63號,217181.670,2672119.188,TGOS
極光旅館,工商活動,大型展示中心或觀光飯店,臺中市北屯區經貿東路111號,臺中市北屯區新平里9鄰經貿東路111號,215359.842,2675435.200,TGOS
心驛旅館,工商活動,大型展示中心或觀光飯店,臺中市南屯區公益路二段411號,臺中市南屯區惠中里24鄰公益路二段411號,213508.220,2671770.012,TGOS
塔木德‧一中館,工商活動,大型展示中心或觀光飯店,臺中市北區太平路22號,臺中市北區新北里10鄰太平路22號,218026.245,2671429.078,TGOS
雀客快捷台中福星,工商活動,大型展示中心或觀光飯店,臺中市西屯區福星北一街59號,臺中市西屯區西安里2鄰福星北一街59號,213783.010,2675324.572,TGOS
東圓賓館,工商活動,大型展示中心或觀光飯店,臺中市北區成功路443號,臺中市北區六合里5鄰成功路443號,217014.220,2671361.737,TGOS
雲平精品旅館,工商活動,大型展示中心或觀光飯店,臺中市太平區新興路106號,臺中市太平區新興里11鄰新興路106號,220519.448,2672698.632,TGOS
武陵富野渡假村,工商活動,大型展示中心或觀光飯店,臺中市和平區平等里武陵路3之16號,臺中市和平區平等里5鄰武陵路3之16號,281299.022,2694081.447,TGOS
潭子旅社,工商活動,大型展示中心或觀光飯店,臺中市潭子區潭陽里潭興路二段504號,臺中市潭子區潭陽里18鄰潭興路二段504號,220186.149,2678488.387,TGOS
秀禾宇庭園民宿,工商活動,大型展示中心或觀光飯店,臺中市東勢區東關路五段808巷168號,臺中市東勢區上城里8鄰東關路五段808巷168號,234638.742,2678805.444,TGOS
麒麟峰溫泉旅館,工商活動,大型展示中心或觀光飯店,臺中市北屯區東山路二段65巷15號,臺中市北屯區大坑里7鄰東山路二段65巷15號,223978.024,2675869.801,TGOS
奇異果快捷旅店－站前二館,工商活動,大型展示中心或觀光飯店,臺中市西區綠川西街29號,臺中市西區民生里11鄰綠川西街29號,217591.777,2670156.007,TGOS
雀客旅館台中文心中清,工商活動,大型展示中心或觀光飯店,臺中市北區北平路一段6號,臺中市北區立人里16鄰北平路一段6號,216247.130,2674051.464,TGOS
璞樹文旅,工商活動,大型展示中心或觀光飯店,臺中市西屯區黎明路三段235號,臺中市西屯區西墩里13鄰黎明路三段235號,213140.014,2674727.381,TGOS
富比世大飯店,工商活動,大型展示中心或觀光飯店,臺中市北區學士路181號,臺中市北區學士路181號,217565.8631,2672730.902,Google
成旅晶贊飯店,工商活動,大型展示中心或觀光飯店,臺中市中區民權路66號,臺中市中區繼光里11鄰民權路66號,217547.397,2670291.446,TGOS
溫莎堡庭園商務旅館,工商活動,大型展示中心或觀光飯店,臺中市豐原區成功路686號,臺中市豐原區豐圳里11鄰成功路686號,220386.579,2683268.000,TGOS
佳賓旅社,工商活動,大型展示中心或觀光飯店,臺中市大里區新南路80號,臺中市大里區內新里30鄰新南路80號,218557.019,2667005.990,TGOS
江洋汽車旅館,工商活動,大型展示中心或觀光飯店,臺中市北區漢口路三段96之5號,臺中市北區明德里26鄰漢口路三段96之5號,216448.378,2673520.347,TGOS
HOTEL Z,工商活動,大型展示中心或觀光飯店,臺中市西屯區福星北一街61號,臺中市西屯區西安里2鄰福星北一街61號,213770.657,2675325.012,TGOS
雀客快捷台中一中,工商活動,大型展示中心或觀光飯店,臺中市北區錦新街18號,臺中市北區新北里18鄰錦新街18號,218287.231,2671981.049,TGOS
小田田民宿,工商活動,大型展示中心或觀光飯店,臺中市后里區三月路3之1號,臺中市后里區眉山里4鄰三月路3之1號,218862.274,2688979.055,TGOS
春天國際旅館,工商活動,大型展示中心或觀光飯店,臺中市南區德祥街86號,臺中市南區樹德里11鄰德祥街86號,214653.890,2668334.318,TGOS
出雲山莊,工商活動,大型展示中心或觀光飯店,臺中市和平區雪山路出雲巷21之2號,臺中市和平區中坑里4鄰雪山路出雲巷21之2號,239277.828,2680138.569,TGOS
高苑旅館,工商活動,大型展示中心或觀光飯店,臺中市北區臺灣大道一段640號,臺中市北區六合里2鄰臺灣大道一段640號,217022.918,2671250.822,TGOS
天月人文休閒旅館,工商活動,大型展示中心或觀光飯店,臺中市西屯區朝馬三街18號,臺中市西屯區潮洋里19鄰朝馬三街18號,212926.293,2673625.429,TGOS
米力旅店,工商活動,大型展示中心或觀光飯店,臺中市西屯區福星北一街15號,臺中市西屯區西安里2鄰福星北一街15號,213851.943,2675323.909,TGOS
永豐棧酒店大墩館,工商活動,大型展示中心或觀光飯店,臺中市西屯區何南里大墩二十街37號,臺中市西屯區何南里8鄰大墩二十街37號,214914.272,2672590.455,TGOS
優勝美地汽車旅館太原會館,工商活動,大型展示中心或觀光飯店,臺中市北區太原路二段3號,臺中市北區賴厝里1鄰太原路二段3號,216956.454,2673381.432,TGOS
閑庭閣,工商活動,大型展示中心或觀光飯店,臺中市石岡區豐勢路77巷26號,臺中市石岡區德興里13鄰豐勢路77巷26號,231206.209,2683830.919,TGOS
寶貝小時光親子民宿,工商活動,大型展示中心或觀光飯店,臺中市龍井區臺灣大道五段109巷12號,臺中市龍井區新東里1鄰臺灣大道五段109巷12號,208286.000,2675432.560,TGOS
過來旅店,工商活動,大型展示中心或觀光飯店,臺中市中區市府路101號,臺中市中區公園里19鄰市府路101號,217578.386,2670636.234,TGOS
兆品酒店(兆尹樓),工商活動,大型展示中心或觀光飯店,臺中市北屯區后庄路268號,臺中市北屯區后庄里7鄰后庄路268號,216157.399,2676224.828,TGOS
福星旅店,工商活動,大型展示中心或觀光飯店,臺中市西屯區福星北路45號,臺中市西屯區西平里24鄰福星北路45號,213884.372,2675461.835,TGOS
時光對白旅棧,工商活動,大型展示中心或觀光飯店,臺中市西屯區福星北三街35號,臺中市西屯區西平里24鄰福星北三街35號,213975.486,2675480.669,TGOS
山居歲月民宿,工商活動,大型展示中心或觀光飯店,臺中市和平區中坑路中坑巷2之8號,臺中市和平區中坑里3鄰中坑路中坑巷2之8號,239818.469,2682662.447,TGOS
瑞君商務旅館,工商活動,大型展示中心或觀光飯店,臺中市東區復興路四段100號,臺中市東區新庄里9鄰復興路四段100號,218041.606,2670045.367,TGOS
蘭夏會館,工商活動,大型展示中心或觀光飯店,臺中市南屯區大墩十一街333號,臺中市南屯區大墩十一街333號,214062.9813,2672082.121,Google
黃埔75旅店,工商活動,大型展示中心或觀光飯店,臺中市西區五權路203號,臺中市西區和龍里19鄰五權路203號,216928.212,2671564.001,TGOS
裕元花園酒店,工商活動,大型展示中心或觀光飯店,臺中市西屯區臺灣大道四段610號,臺中市西屯區福安里2鄰臺灣大道四段610號,211758.954,2674945.844,TGOS
夢想12旅店,工商活動,大型展示中心或觀光飯店,臺中市北區柳川西路四段1號,臺中市北區大湖里3鄰柳川西路四段1號,217309.738,2671590.521,TGOS
新盛橋行旅,工商活動,大型展示中心或觀光飯店,臺中市中區中山路26號,臺中市中區綠川里29鄰中山路26號,217786.008,2670355.947,TGOS
米可商務旅館,工商活動,大型展示中心或觀光飯店,臺中市西區篤信街26號,臺中市西區和龍里16鄰篤信街26號,216734.959,2671622.083,TGOS
台中世聯商旅,工商活動,大型展示中心或觀光飯店,臺中市北屯區文心路四段339號,臺中市北屯區平和里16鄰文心路四段339號,217574.677,2674221.953,TGOS
意文大飯店,工商活動,大型展示中心或觀光飯店,臺中市中區成功路160號,臺中市中區公園里11鄰成功路160號,217761.307,2670714.575,TGOS
彩虹山舍,工商活動,大型展示中心或觀光飯店,臺中市石岡區德興里和盛街南眉巷10號,臺中市石岡區德興里1鄰和盛街南眉巷10號,230619.804,2683448.007,TGOS
福容大飯店 麗寶樂園,工商活動,大型展示中心或觀光飯店,臺中市后里區福容路88號,臺中市后里區月眉里11鄰福容路88號,219215.181,2690896.830,TGOS
台中之星汽車旅館,工商活動,大型展示中心或觀光飯店,臺中市西屯區黎明路三段388號,臺中市西屯區西安里2鄰黎明路三段388號,213389.793,2675391.333,TGOS
探索私旅,工商活動,大型展示中心或觀光飯店,臺中市西屯區漢翔路3號,臺中市西屯區西平里24鄰漢翔路3號,214040.342,2675541.921,TGOS
法堤商旅,工商活動,大型展示中心或觀光飯店,臺中市北區健行路585號,臺中市北區育德里7鄰健行路585號,217185.198,2672667.950,TGOS
劦陶宛,工商活動,大型展示中心或觀光飯店,臺中市新社區協成里興義街130號,臺中市新社區協成里10鄰興義街130號,231016.280,2676361.842,TGOS
