名稱,分類,次分類,污染類別,定位地址,回報地址,X坐標,Y座標,來源
山隆通運股份有限公司(山隆龍井加油站),特殊設施,環境污染,土壤及地下水污染,臺中市龍井區臨港路一段825號,臺中市龍井區麗水里12鄰臨港路一段825號,199651.98,2677904.41,TGOS
臺中市大雅區西員寶地段0034-0012地號(豐穫工業股份有限公司),特殊設施,環境污染,土壤污染,臺中市大雅區西員寶地段0034-0012號,,216411,2679039,EPA
臺中市豐原區翁明段249、250(部分)、282地號(興國鍊鋼股份有限公司),特殊設施,環境污染,土壤污染,臺中市豐原區翁明段249、250(部分)、282地號,,222302,2683397,EPA
"臺中市東區振興段八,十九,三十五地號",特殊設施,環境污染,土壤污染,"臺中市東區振興段八,十九,三十五地號",,219451,2669279,EPA
慧國工業股份有限公司,特殊設施,環境污染,土壤污染,臺中市工業區三路3號,,210356,2673651,EPA
渼盛工業股份有限公司,特殊設施,環境污染,土壤污染,臺中市大里區仁化路229號,,221083,2665458,EPA
正佑股份有限公司,特殊設施,環境污染,土壤污染,臺中市大里區仁化路221巷25號,,221130,2665377,EPA
保勁工業有限公司,特殊設施,環境污染,土壤污染,臺中市大里區仁化路221巷70號,,221029,2665296,EPA
三晃股份有限公司(臺中市大里區振坤段0001-0000及0002-0000地號),特殊設施,環境污染,土壤污染,臺中市大里區仁化里仁美路138、158號,,220666,2666507,EPA
臺中市潭子區工區段183地號,特殊設施,環境污染,土壤污染,臺中市潭子區南二路36 36之1 36之2 36之3 38 38之1 38之2 38之3 40 40之1 40之2 40之3 42之1 42之2 42之3號,,219427,2679167,EPA
大里區仁美段1372-0000及1373-0000地號(宏江科技有限公司),特殊設施,環境污染,土壤污染,臺中市大里區仁化路249號,,220109,2665609,EPA
臺中市南屯區文山段0221-0000地號(瑞昌彩藝股份有限公司),特殊設施,環境污染,土壤污染,臺中市南屯區工業區21路47號,,209879,2672207,EPA
臺中市東區旱溪段0116-0245(部分)及0116-0281(部分)地號(順輝金屬有限公司),特殊設施,環境污染,土壤污染,臺中市東區樂業路520巷22號,,220342,2669948,EPA
大甲區幼獅段1361-54地號(進鈦金屬工業股份有限公司),特殊設施,環境污染,土壤污染,臺中市大甲區日南里東九街三號,,215774,2699587,EPA
臺中市太平區中邑段127-2地號(正杰工業股份有限公司),特殊設施,環境污染,土壤污染,臺中市太平區鵬儀路二九六巷一六弄八號,,222320,2668663,EPA
恭榮企業股份有限公司,特殊設施,環境污染,土壤污染,臺中市大里區中興路二段七三之一一號,,218102,2666030,EPA
臺中市大甲區幼獅段1105-0000、1114-0000地號(景順實業),特殊設施,環境污染,土壤污染,臺中市大甲區幼獅路六五號,,215117,2699684,EPA
祐綸實業有限公司,特殊設施,環境污染,土壤污染,臺中市后里區廣福里三豐路三段七二六巷五十號,,222019,2688343,EPA
金田機械股份有限公司,特殊設施,環境污染,土壤污染,臺中市大里區健民里仁化路二○五號,,221470,2665456,EPA
臺中市大甲區幼獅段0875-0000地號,特殊設施,環境污染,土壤污染,臺中市大甲區幼獅路一九號,,214305,2700331,EPA
陸昌化工股份有限公司幼獅廠,特殊設施,環境污染,土壤污染,臺中市大甲區日南里工十路三三號,,215025,2698823,EPA
史丹利七和國際股份有限公司,特殊設施,環境污染,土壤污染,臺中市大雅區橫山里永和路一二一號,,213365,2679150,EPA
臺中縣大里區詹厝園段5-3地號,特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段5-3地號,,217224,2665117,EPA
臺中縣大里區詹厝園段14-4地號,特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段14-4地號,,217110,2664989,EPA
臺中縣大里區詹厝園段14-5地號,特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段14-5地號,,217124,2664963,EPA
臺中縣大里區詹厝園段14-6地號,特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段14-6地號,,217213,2664977,EPA
臺中縣大里區詹厝園段14-7地號,特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段14-7地號,,217150,2664920,EPA
臺中縣大里區詹厝園段15地號,特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段15地號,,217185,2664892,EPA
臺中縣大里區詹厝園段25地號,特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段25地號,,216969,2664787,EPA
臺中縣大里區詹厝園段141地號,特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段141地號,,216922,2664810,EPA
臺中縣大里區詹厝園段144地號,特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段144地號,,216968,2664853,EPA
臺中縣大里區詹厝園段145地號,特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段145地號,,216955,2664879,EPA
臺中縣大里區詹厝園段13地號,特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段13地號,,216985,2664904,EPA
臺中縣大甲區福安段341地號,特殊設施,環境污染,土壤污染,臺中市大甲區福安段341地號,,213583,2701504,EPA
臺中縣大甲區福安段332地號,特殊設施,環境污染,土壤污染,臺中市大甲區福安段332地號,,213614,2701504,EPA
臺中縣大甲區福安段350地號,特殊設施,環境污染,土壤污染,臺中市大甲區福安段350地號,,213561,2701518,EPA
臺中縣大甲區福安段353地號,特殊設施,環境污染,土壤污染,臺中市大甲區福安段353地號,,213546,2701526,EPA
臺中縣大甲區福安段527地號,特殊設施,環境污染,土壤污染,臺中市大甲區福安段527地號,,213632,2701388,EPA
臺中縣大甲區福安段995地號,特殊設施,環境污染,土壤污染,臺中市大甲區福安段995地號,,213723,2700546,EPA
臺中縣大甲區福安段996地號,特殊設施,環境污染,土壤污染,臺中市大甲區福安段996地號,,213709,2700554,EPA
臺中縣大甲區福安段997地號,特殊設施,環境污染,土壤污染,臺中市大甲區福安段997地號,,213711,2700630,EPA
臺中縣大甲區福安段1004地號,特殊設施,環境污染,土壤污染,臺中市大甲區福安段1004地號,,213664,2700578,EPA
臺中縣大甲區福安段1016地號,特殊設施,環境污染,土壤污染,臺中市大甲區福安段1016地號,,213631,2700620,EPA
臺中縣大甲鎮區福安段1036地號,特殊設施,環境污染,土壤污染,臺中市大甲區福安段1036地號,,213656,2700502,EPA
臺中縣大甲區福安段1053地號,特殊設施,環境污染,土壤污染,臺中市大甲區福安段1053地號,,213793,2700366,EPA
臺中縣大甲區福安段1256地號,特殊設施,環境污染,土壤污染,臺中市大甲區福安段1256地號,,213689,2700567,EPA
臺中縣大甲區福安段1274地號,特殊設施,環境污染,土壤污染,臺中市大甲區福安段1274地號,,213677,2700489,EPA
臺中縣大甲區頂後厝子段269地號,特殊設施,環境污染,土壤污染,臺中市大甲區頂後厝子段269地號,,213747,2700323,EPA
臺中縣大里區國中段423地號,特殊設施,環境污染,土壤污染,臺中市大里區國中段423地號,,217589,2665316,EPA
臺中縣大里區國中段425地號,特殊設施,環境污染,土壤污染,臺中市大里區國中段425地號,,217604,2665311,EPA
臺中縣大里區國中段426地號,特殊設施,環境污染,土壤污染,臺中市大里區國中段426地號,,217567,2665307,EPA
臺中縣大里區大突寮段253-3地號,特殊設施,環境污染,土壤污染,臺中市大里區大突寮段253-3地號,,217546,2665267,EPA
臺中縣大里區國中段430地號,特殊設施,環境污染,土壤污染,臺中市大里區國中段430地號,,217598,2665298,EPA
臺中縣大里區大突寮段254地號,特殊設施,環境污染,土壤污染,臺中市大里區大突寮段254地號,,217594,2665201,EPA
臺中縣大里區大突寮段254-1地號,特殊設施,環境污染,土壤污染,臺中市大里區大突寮段254-1地號,,217522,2665244,EPA
臺中縣大里區大突寮段255地號,特殊設施,環境污染,土壤污染,臺中市大里區大突寮段255地號,,217530,2665116,EPA
臺中縣大里區大突寮段257地號,特殊設施,環境污染,土壤污染,臺中市大里區大突寮段257地號,,217435,2665147,EPA
臺中縣大里區大突寮段258地號,特殊設施,環境污染,土壤污染,臺中市大里區大突寮段258地號,,217488,2665213,EPA
臺中縣大里區大突寮段258-1地號,特殊設施,環境污染,土壤污染,臺中市大里區大突寮段258-1地號,,217448,2665203,EPA
臺中縣大里區大突寮段259-2地號,特殊設施,環境污染,土壤污染,臺中市大里區大突寮段259-2地號,,217497,2665270,EPA
臺中縣大里區國中段431地號,特殊設施,環境污染,土壤污染,臺中市大里區國中段431地號,,217534,2665313,EPA
臺中縣大里區大突寮段259-4地號,特殊設施,環境污染,土壤污染,臺中市大里區大突寮段259-4地號,,217526,2665286,EPA
臺中縣大里區國中段410地號,特殊設施,環境污染,土壤污染,臺中市大里區國中段410地號,,217491,2665293,EPA
臺中縣大里區國中段432地號,特殊設施,環境污染,土壤污染,臺中市大里區國中段432地號,,217507,2665297,EPA
臺中縣后里區墩北段67地號,特殊設施,環境污染,土壤污染,臺中市后里區墩北段67地號,,221692,2689275,EPA
臺中縣后里區墩北段68地號,特殊設施,環境污染,土壤污染,臺中市后里區墩北段68地號,,221709,2689306,EPA
臺中縣后里區墩北段69地號,特殊設施,環境污染,土壤污染,臺中市后里區墩北段69地號,,221712,2689320,EPA
臺中縣后里區墩北段70地號,特殊設施,環境污染,土壤污染,臺中市后里區墩北段70地號,,221700,2689320,EPA
臺中縣后里區墩北段71地號,特殊設施,環境污染,土壤污染,臺中市后里區墩北段71地號,,221672,2689299,EPA
臺中縣后里區墩北段72地號,特殊設施,環境污染,土壤污染,臺中市后里區墩北段72地號,,221644,2689304,EPA
臺中縣后里區墩北段338地號,特殊設施,環境污染,土壤污染,臺中市后里區墩北段338地號,,221247,2689462,EPA
臺中縣后里區墩北段777地號,特殊設施,環境污染,土壤污染,臺中市后里區墩北段777地號,,221307,2689173,EPA
臺中縣烏日區北里段448地號,特殊設施,環境污染,土壤污染,烏日鄉北里段448地號,,213981,2660857,EPA
臺中縣烏日區北里段450地號,特殊設施,環境污染,土壤污染,烏日鄉北里段450地號,,214816,2660618,EPA
臺中縣大里區國中段396地號,特殊設施,環境污染,土壤污染,臺中市大里區國中段396地號,,217674,2665291,EPA
臺中縣大里區國中段397地號,特殊設施,環境污染,土壤污染,臺中市大里區國中段397地號,,217648,2665297,EPA
臺中縣大里區國中段399地號,特殊設施,環境污染,土壤污染,臺中市大里區國中段399地號,,217608,2665299,EPA
臺中縣大里區國中段400地號,特殊設施,環境污染,土壤污染,臺中市大里區國中段400地號,,217621,2665305,EPA
臺中縣大里區國中段428地號,特殊設施,環境污染,土壤污染,臺中市大里區國中段428地號,,217576,2665290,EPA
臺中縣大里區大突寮段205-1地號,特殊設施,環境污染,土壤污染,臺中市大里區大突寮段205-1地號,,217655,2665287,EPA
臺中縣大里區大突寮段206-1地號,特殊設施,環境污染,土壤污染,臺中市大里區大突寮段206-1地號,,217743,2665244,EPA
臺中縣大里區大突寮段250地號,特殊設施,環境污染,土壤污染,臺中市大里區大突寮段250地號,,217677,2665174,EPA
臺中縣大里區大突寮段252-1地號,特殊設施,環境污染,土壤污染,臺中市大里區大突寮段252-1地號,,217654,2665197,EPA
臺中縣大里區大突寮段252-4地號,特殊設施,環境污染,土壤污染,臺中市大里區大突寮段252-4地號,,217757,2665119,EPA
臺中縣大里區大突寮段252-7地號,特殊設施,環境污染,土壤污染,臺中市大里區大突寮段252-7地號,,217742,2665176,EPA
臺中縣大里區大突寮段252-10地號,特殊設施,環境污染,土壤污染,臺中市大里區大突寮段252-10地號,,217580,2665101,EPA
臺中縣大里區大突寮段252-11地號,特殊設施,環境污染,土壤污染,臺中市大里區大突寮段252-11地號,,217601,2665151,EPA
臺中縣大里區大突寮段253-5地號,特殊設施,環境污染,土壤污染,臺中市大里區大突寮段253-5地號,,217586,2665286,EPA
臺中縣大里區大突寮段255-1地號,特殊設施,環境污染,土壤污染,臺中市大里區大突寮段255-1地號,,217462,2665099,EPA
臺中縣大里區大突寮段259-1地號,特殊設施,環境污染,土壤污染,臺中市大里區大突寮段259-1地號,,217438,2665231,EPA
臺中縣大里區大突寮段279-3地號,特殊設施,環境污染,土壤污染,臺中市大里區大突寮段279-3地號,,217343,2665084,EPA
臺中縣大甲區永信段103地號,特殊設施,環境污染,土壤污染,臺中市大甲區永信段103地號;,,212417,2693860,EPA
臺中縣大甲區永信段108地號,特殊設施,環境污染,土壤污染,臺中市大甲區永信段108地號,,212554,2693923,EPA
臺中縣大甲區永信段111地號,特殊設施,環境污染,土壤污染,臺中市大甲區永信段111地號,,212464,2693959,EPA
臺中縣大甲區永信段118地號,特殊設施,環境污染,土壤污染,臺中市大甲區永信段118地號,,212590,2693932,EPA
臺中縣大甲區永信段121地號,特殊設施,環境污染,土壤污染,臺中市大甲區永信段121地號,,212568,2694000,EPA
臺中縣大甲區永信段178地號,特殊設施,環境污染,土壤污染,臺中市大甲區永信段178地號,,212369,2694056,EPA
臺中縣大甲區永信段73地號,特殊設施,環境污染,土壤污染,臺中市大甲區永信段73地號,,212466,2693745,EPA
臺中縣大甲區永信段101地號,特殊設施,環境污染,土壤污染,臺中市大甲區永信段101地號,,212404,2693842,EPA
臺中縣大甲區永信段102地號,特殊設施,環境污染,土壤污染,臺中市大甲區永信段102地號,,213328,2693621,EPA
臺中縣大甲區永信段116地號,特殊設施,環境污染,土壤污染,臺中市大甲區永信段116地號,,212452,2694061,EPA
