名稱,分類,次分類,污染類別,定位地址,回報地址,X坐標,Y座標,來源
盛億應用科技有限公司,特殊設施,環境污染,事業廢棄物,臺中市龍井區忠和里工業路177巷1號,臺中市龍井區忠和里13鄰工業路177巷1號,200910.7,2678669.49,TGOS
奕成工業有限公司,特殊設施,環境污染,事業廢棄物,臺中市烏日區溪南路一段988巷261弄35之10號,臺中市烏日區東園里1鄰溪南路一段988巷261弄35號,213132.658,2662829.802,TGOS
樺欣環保工程有限公司,特殊設施,環境污染,事業廢棄物,臺中市梧棲區中國貨櫃運輸股份有限公司10號碼頭,臺中市清水區中橫十三路15號,202251.9272,2686092.214,Google
金盛元興業有限公司,特殊設施,環境污染,事業廢棄物,臺中市神岡區光復路215巷18號,臺中市神岡區山皮里6鄰光復路215巷18號,214314.359,2682885.359,TGOS
岠騰企業股份有限公司,特殊設施,環境污染,事業廢棄物,臺中市豐原區 鎌村路107巷98號,臺中市豐原區鎌村里5鄰鎌村路107巷98號,222281.98,2680744.007,TGOS
良長豐有限公司,特殊設施,環境污染,事業廢棄物,臺中市豐原區朴子里豐勢路二段535巷49弄26之1號,臺中市豐原區朴子里13鄰豐勢路二段535巷49弄26之1號,224197.375,2684847.044,TGOS
心源工業股份有限公司四廠,特殊設施,環境污染,事業廢棄物,臺中市西屯區文心路二段588號,臺中市西屯區何成里1鄰文心路二段588號,214265.826,2672739.828,TGOS
金鼎聯合科技纖維股份有限公司甲后廠,特殊設施,環境污染,事業廢棄物,臺中市西屯區文心路二段588號,臺中市西屯區何成里1鄰文心路二段588號,214265.826,2672739.828,TGOS
欣泰達實業股份有限公司,特殊設施,環境污染,事業廢棄物,臺中市龍井區忠和里海尾路256巷11號,臺中市龍井區忠和里14鄰海尾路256巷11號,201004.82,2679352.649,TGOS
日信鑄造有限公司大豐廠,特殊設施,環境污染,事業廢棄物,臺中市潭子區大豐里潭富路二段298號,臺中市潭子區大豐里1鄰潭富路二段298號,218421.875,2680228.603,TGOS
久禾達工業股份有限公司,特殊設施,環境污染,事業廢棄物,臺中市潭子區福仁里福貴路108巷28號,臺中市潭子區福仁里4鄰福貴路108巷28號,220790.238,2677552.478,TGOS
德利歆實業有限公司,特殊設施,環境污染,事業廢棄物,臺中市西屯區文心路二段588號,臺中市西屯區何成里1鄰文心路二段588號,214265.826,2672739.828,TGOS
三合實業社,特殊設施,環境污染,事業廢棄物,臺中市烏日區九德里環中路六段一巷二六號,臺中市烏日區九德里1鄰環中路六段1巷26號,213614.472,2668098.475,TGOS
三王金屬實業社,特殊設施,環境污染,事業廢棄物,臺中市太平區鵬儀路214巷6弄8之17號,臺中市太平區平安里4鄰鵬儀路214巷6弄8之17號,222119.7,2668337.939,TGOS
三王金屬實業社,特殊設施,環境污染,事業廢棄物,臺中市太平區鵬儀路214巷6弄8之17號,臺中市太平區平安里4鄰鵬儀路214巷6弄8之17號,222119.7,2668337.939,TGOS
統聯汽車客運股份有限公司,特殊設施,環境污染,事業廢棄物,臺中市西屯區福雅路636號,臺中市西屯區林厝里4鄰福雅路636號,212249.755,2677439.606,TGOS
蓬進營造有限公司之旱溪排水水環境及鄰近區域設施改善(第二標)之橋梁,特殊設施,環境污染,事業廢棄物,臺中市南區頂橋子段430之46地號,臺中市南區頂橋子段430之46地號,216590.683,2667767.061,NLSC
嘉筌水電工程有限公司,特殊設施,環境污染,事業廢棄物,臺中市南屯區龍鎮二街,臺中市南屯區鎮平里5鄰龍鎮二街375號,211969.337,2669868.413,TGOS
馥生營造股份有限公司之開富力建設開發股份有限公司住宅新建工程,特殊設施,環境污染,事業廢棄物,臺中市烏日區新站南段74地號,臺中市烏日區新站南段74地號,210291.894,2666618.554,NLSC
玖榮木實業社,特殊設施,環境污染,事業廢棄物,臺中市大甲區 中山路二段928巷12弄8號,臺中市大甲區日南里14鄰中山路二段928巷12弄8號,213759.833,2699551.424,TGOS
茂益企業社,特殊設施,環境污染,事業廢棄物,臺中市大雅區橫山里中山十一路68號,臺中市大雅區橫山里18鄰中山十一路68號,213683.937,2678591.955,TGOS
普盛生物科技股份有限公司,特殊設施,環境污染,事業廢棄物,臺中市梧棲區草湳里臨港路三段168巷149弄26號,臺中市梧棲區草湳里13鄰臨港路三段168巷149弄26號,201072.147,2680628.151,TGOS
普盛生物科技股份有限公司,特殊設施,環境污染,事業廢棄物,臺中市梧棲區草湳里臨港路三段168巷149弄26號,臺中市梧棲區草湳里13鄰臨港路三段168巷149弄26號,201072.147,2680628.151,TGOS
普盛生物科技股份有限公司,特殊設施,環境污染,事業廢棄物,臺中市梧棲區草湳里臨港路三段168巷149弄26號,臺中市梧棲區草湳里13鄰臨港路三段168巷149弄26號,201072.147,2680628.151,TGOS
金豐機器工業股份有限公司金豐重工廠,特殊設施,環境污染,事業廢棄物,臺中市梧棲區草湳里中南一路二段201號,臺中市梧棲區草湳里13鄰中南一路二段201號,199806.682,2681534.845,TGOS
金豐機器工業股份有限公司金豐重工廠,特殊設施,環境污染,事業廢棄物,臺中市梧棲區草湳里中南一路二段201號,臺中市梧棲區草湳里13鄰中南一路二段201號,199806.682,2681534.845,TGOS
宏大土木包工業,特殊設施,環境污染,事業廢棄物,臺中市沙鹿區中清路六段,找不到指定的門牌地址。,,,Google
仁廷工業有限公司,特殊設施,環境污染,事業廢棄物,臺中市霧峰區吉峰里吉峰西路33之3號,臺中市霧峰區吉峰里2鄰吉峰西路33之3號,220980.977,2663811.313,TGOS
鴻陞蛋品有限公司,特殊設施,環境污染,事業廢棄物,臺中市大雅區大林路212巷21弄30號,臺中市大雅區員林里14鄰大林路212巷21弄30號,214606.095,2681691.973,TGOS
久立琺瑯工業股份有限公司總廠,特殊設施,環境污染,事業廢棄物,臺中市潭子區大豐里潭富路二段81巷11號,臺中市潭子區大豐里7鄰潭富路二段81巷11號,219184.923,2679746.273,TGOS
竹鈞工業社,特殊設施,環境污染,事業廢棄物,臺中市霧峰區北柳里四德路191巷1號,臺中市霧峰區北柳里3鄰四德路191巷1號,218734.26,2662300.659,TGOS
貝特機械股份有限公司,特殊設施,環境污染,事業廢棄物,臺中市后里區公館里三豐路五段515號,臺中市后里區公館里6鄰三豐路五段515號,222703.652,2692543.188,TGOS
杰銳股份有限公司,特殊設施,環境污染,事業廢棄物,臺中市后里區眉山里四月路13之1號,臺中市后里區眉山里6鄰四月路13之1號,218281.521,2689720.677,TGOS
洋益企業社,特殊設施,環境污染,事業廢棄物,臺中市沙鹿區中山路24之55號,臺中市沙鹿區犁分里3鄰中山路24號之72,207465.258,2681647.852,TGOS
立騰精密有限公司,特殊設施,環境污染,事業廢棄物,臺中市烏日區烏日區溪南路二段388巷12號,臺中市烏日區烏日區溪南路二段388巷12號,213700.8477,2661813.709,Google
星聯鋒股份有限公司一廠,特殊設施,環境污染,事業廢棄物,臺中市大雅區三和里雅潭路四段236號,臺中市大雅區三和里4鄰雅潭路四段236號,215873.538,2679345.131,TGOS
星聯鋒股份有限公司一廠,特殊設施,環境污染,事業廢棄物,臺中市大雅區三和里雅潭路四段236號,臺中市大雅區三和里4鄰雅潭路四段236號,215873.538,2679345.131,TGOS
維他露食品股份有限公司三廠,特殊設施,環境污染,事業廢棄物,臺中市西屯區協和里工業區八路16號,臺中市西屯區協和里12鄰工業區八路16號,209637.472,2673912.782,TGOS
詠淯營造實業有限公司之鑫綠泰鑄造廠等2筆工廠、倉庫新建工程,特殊設施,環境污染,事業廢棄物,臺中市大肚區福山段0007之0000地號,臺中市大肚區福山段0007之0000地號,206159.512,2669521.064,NLSC
詠淯營造實業有限公司之鑫綠泰鑄造廠等2筆工廠、倉庫新建工程,特殊設施,環境污染,事業廢棄物,臺中市大肚區福山段0007之0000地號,臺中市大肚區福山段0007之0000地號,206159.512,2669521.064,NLSC
藤原豆腐店,特殊設施,環境污染,事業廢棄物,臺中市西屯區水尾巷1之3號,臺中市西屯區協和里9鄰水尾巷1之3號,211051.736,2674005.984,TGOS
茂強實業有限公司,特殊設施,環境污染,事業廢棄物,臺中市后里區月湖路79巷2號,臺中市后里區墩北里11鄰月湖路79巷2號,220186.682,2689712.151,TGOS
永豐餘消費品實業股份有限公司,特殊設施,環境污染,事業廢棄物,臺中市清水區舊庄路258號,臺中市清水區海風里2鄰舊庄路258號,212710.945,2688182.569,TGOS
今基實業股份有限公司,特殊設施,環境污染,事業廢棄物,臺中市西屯區協和里工業區三十二路36號,臺中市西屯區協和里15鄰工業區三十二路36號,209155.643,2674188.001,TGOS
凱笠工業股份有限公司,特殊設施,環境污染,事業廢棄物,臺中市大雅區上楓里民生路四段136巷119弄5號,臺中市大雅區上楓里7鄰民生路四段136巷119弄5號,216785.255,2681298.003,TGOS
黃金屋環保科技有限公司,特殊設施,環境污染,事業廢棄物,臺中市北屯區大湖段1010地號,臺中市北屯區大湖段1010地號,224369.156,2676356.595,NLSC
環瑋健康科技國際企業股份有限公司,特殊設施,環境污染,事業廢棄物,臺中市大甲區日南里幼獅路41號,臺中市大甲區日南里19鄰幼獅路41號,214625.663,2699987.436,TGOS
統齊有限公司,特殊設施,環境污染,事業廢棄物,臺中市太平區太平里甲堤路520號,臺中市太平區太平里15鄰甲堤路520號,219871.959,2668411.399,TGOS
樺欣環保工程有限公司,特殊設施,環境污染,事業廢棄物,臺中市梧棲區中國貨櫃運輸股份有限公司10號碼頭,臺中市清水區中橫十三路15號,202251.9272,2686092.214,Google
日福環保有限公司,特殊設施,環境污染,事業廢棄物,臺中市潭子區寶興段0936之0000地號,臺中市潭子區寶興段0936之0000地號,220964.74,2676007.302,NLSC
基昇工業股份有限公司,特殊設施,環境污染,事業廢棄物,臺中市大甲區建興里如意路28之1號,臺中市大甲區建興里4鄰如意路28之1號,211142.179,2701040.29,TGOS
寶隆塑膠股份有限公司,特殊設施,環境污染,事業廢棄物,臺中市大安區福興里龜壳路97號,臺中市大安區福興里8鄰龜壳路97號,208687.956,2694597.577,TGOS
我們是幸福床店有限公司之台中分公司,特殊設施,環境污染,事業廢棄物,臺中市北屯區環中路一段632號,臺中市北屯區環中路一段632號,218664.5105,2677371.592,Google
金瑲水泥製品股份有限公司龍井廠,特殊設施,環境污染,事業廢棄物,臺中市龍井區龍井區龍津里蚵寮路255巷54弄20號,臺中市龍井區龍井區蚵寮路255巷54弄20號,200283.7914,2678472.658,Google
金瑲水泥製品股份有限公司龍井廠,特殊設施,環境污染,事業廢棄物,臺中市龍井區龍津里蚵寮路255巷54弄20號,臺中市龍井區龍津里21鄰蚵寮路255巷54弄20號,200292.139,2678464.531,TGOS
力潔環衛科技有限公司,特殊設施,環境污染,事業廢棄物,臺中市太平區竹村路133之1號旁,臺中市太平區黃竹里9鄰竹村路133號,226032.109,2663342.109,TGOS
悅富營造股份有限公司之陳益偉新建工程,特殊設施,環境污染,事業廢棄物,臺中市清水區銀聯段538之6地號,臺中市清水區銀聯段538之6地號,204574.47,2684782.867,NLSC
悅富營造股份有限公司之陳益偉新建工程,特殊設施,環境污染,事業廢棄物,臺中市清水區銀聯段538之6地號,臺中市清水區銀聯段538之6地號,204574.47,2684782.867,NLSC
良和營造有限公司之銘佳建設集合住宅新建工程,特殊設施,環境污染,事業廢棄物,臺中市后里區舊圳段936地號,臺中市后里區舊圳段936地號,221841.867,2686777.266,NLSC
良和營造有限公司之銘佳建設集合住宅新建工程,特殊設施,環境污染,事業廢棄物,臺中市后里區舊圳段936地號,臺中市后里區舊圳段936地號,221841.867,2686777.266,NLSC
高登畜牧場,特殊設施,環境污染,事業廢棄物,臺中市外埔區二崁路385巷80號,臺中市外埔區水美里15鄰二崁路385巷80號,212891.948,2690736.029,TGOS
鴻昱實業社,特殊設施,環境污染,事業廢棄物,臺中市神岡區神洲里大洲路42巷13號,臺中市神岡區神洲里12鄰大洲路42巷13號,219361.606,2684158.404,TGOS
陸臻企業有限公司,特殊設施,環境污染,事業廢棄物,臺中市神岡區新興北路92號,臺中市神岡區新庄里19鄰新興北路92號,213728.266,2686231.106,TGOS
立展營造股份有限公司之臺中市太平區第一花園公墓第3座納骨塔園區水土保持工程,特殊設施,環境污染,事業廢棄物,臺中市太平區頭汴坑段151地號,臺中市太平區頭汴坑段151地號,227826.107,2667569.951,NLSC
圓凱科技實業股份有限公司,特殊設施,環境污染,事業廢棄物,臺中市大甲區福順段193地號,臺中市大甲區福順段193地號,212055.438,2703281.443,NLSC
富晟營造有限公司,特殊設施,環境污染,事業廢棄物,臺中市龍井區龍目井段水里社小段382之2地號,找不到指定的門牌地址。,,,NLSC
富晟營造有限公司,特殊設施,環境污染,事業廢棄物,臺中市龍井區龍目井段水里社小段382之2地號,找不到指定的門牌地址。,,,NLSC
大豐益建設股份有限公司,特殊設施,環境污染,事業廢棄物,臺中市北屯區大貴段487之130地號,臺中市北屯區大貴段487之130地號,224249.777,2673660.028,NLSC
大豐益建設股份有限公司,特殊設施,環境污染,事業廢棄物,臺中市北屯區大貴段487之131地號,臺中市北屯區大貴段487之131地號,224218.774,2673653.107,NLSC
大豐益建設股份有限公司,特殊設施,環境污染,事業廢棄物,臺中市北屯區大貴段487之132地號,臺中市北屯區大貴段487之132地號,224227.853,2673673.247,NLSC
大豐益建設股份有限公司,特殊設施,環境污染,事業廢棄物,臺中市北屯區大貴段487之237地號,臺中市北屯區大貴段487之237地號,224245.35,2673684.29,NLSC
中陽實業股份有限公司,特殊設施,環境污染,事業廢棄物,臺中市潭子區昌平路三段178巷2號,臺中市潭子區東寶里27鄰昌平路三段178巷2號,217113.304,2677873.73,TGOS
傑笙真空科技有限公司,特殊設施,環境污染,事業廢棄物,臺中市南屯區鎮平里環中路五段86之11號,臺中市南屯區鎮平里環中路五段86之11號,212914.1185,2668520.931,Google
傑笙真空科技有限公司,特殊設施,環境污染,事業廢棄物,臺中市南屯區鎮平里環中路五段86之11號,臺中市南屯區鎮平里環中路五段86之11號,212914.1185,2668520.931,Google
東昱工業有限公司,特殊設施,環境污染,事業廢棄物,臺中市大雅區西村路12之7號,臺中市大雅區西寶里18鄰西村路12之7號,215989.649,2678044.889,TGOS
順吉木業行,特殊設施,環境污染,事業廢棄物,臺中市大肚區仁德段855地號,臺中市大肚區仁德段855地號,204133.347,2671025.04,NLSC
日福環保有限公司,特殊設施,環境污染,事業廢棄物,臺中市潭子區寶興段936地號,臺中市潭子區寶興段936地號,220964.74,2676007.302,NLSC
合泰金屬有限公司,特殊設施,環境污染,事業廢棄物,臺中市大里區美群北路51號,臺中市大里區塗城里17鄰美群北路51號,220421.117,2664839.478,TGOS
韋佶實業有限公司,特殊設施,環境污染,事業廢棄物,臺中市大里區新仁里新仁七街12號,臺中市大里區新仁里13鄰新仁七街12號,219875.38,2667310.319,TGOS
苑裡營造有限公司之陳副等5人5戶集合住宅新建工程,特殊設施,環境污染,事業廢棄物,臺中市沙鹿區保成段1370地號,臺中市沙鹿區保成段1370地號,205924.554,2678121.853,NLSC
苑裡營造有限公司之陳副等5人5戶集合住宅新建工程,特殊設施,環境污染,事業廢棄物,臺中市沙鹿區保成段1370地號,臺中市沙鹿區保成段1370地號,205924.554,2678121.853,NLSC
台昌彩藝工業股份有限公司大甲廠,特殊設施,環境污染,事業廢棄物,臺中市大甲區通天路138之1號,臺中市大甲區太白里7鄰通天路138之1號,215359.44,2697278.126,TGOS
名基營造股份有限公司,特殊設施,環境污染,事業廢棄物,臺中市清水區菁埔北段517地號,臺中市清水區菁埔北段517地號,209519.396,2689034.658,NLSC
勤旺輕金屬科技股份有限公司,特殊設施,環境污染,事業廢棄物,臺中市大甲區日南里東九街8號,臺中市大甲區日南里19鄰東九街8號,215774.317,2699680.254,TGOS
勤旺輕金屬科技股份有限公司,特殊設施,環境污染,事業廢棄物,臺中市大甲區日南里東九街8號,臺中市大甲區日南里19鄰東九街8號,215774.317,2699680.254,TGOS
久鳴工業社,特殊設施,環境污染,事業廢棄物,臺中市大雅區中山五路97之9號,臺中市大雅區橫山里18鄰中山五路97號,213537.184,2678395.453,TGOS
明昌工作室,特殊設施,環境污染,事業廢棄物,臺中市大雅區東大路二段569巷口,臺中市大雅區忠義里18鄰東大路二段569巷20號,210735.453,2679762.855,TGOS
福仁實業股份有限公司工廠,特殊設施,環境污染,固定空污,臺中市龍井區蚵寮路2號,臺中市龍井區龍津里14鄰蚵寮路2號,200539.56,2677929.242,TGOS
僑耐有限公司,特殊設施,環境污染,固定空污,臺中市霧峰區中正路282號,臺中市霧峰區六股里21鄰中正路282號,218900.551,2659207.441,TGOS
耀華展業有限公司,特殊設施,環境污染,固定空污,臺中市大里區健民段900地號,臺中市大里區健民段900地號,221407.294,2664117.344,NLSC
內政部營建署,特殊設施,環境污染,固定空污,臺中市龍井區台灣大道六段與中興路交叉口,臺中市龍井區台灣大道六段與中興路交叉口,207302.7346,2676174.774,Google
福壽實業股份有限公司總廠,特殊設施,環境污染,固定空污,臺中市沙鹿區沙田路45號,臺中市沙鹿區興安里1鄰沙田路45號,205141.41,2680733.71,TGOS
新天地國際實業股份有限公司梧棲分公司,特殊設施,環境污染,固定空污,臺中市梧棲區大智路二段400號,臺中市梧棲區頂寮里30鄰大智路二段400號,202575.916,2683935.799,TGOS
成都美食有限公司,特殊設施,環境污染,固定空污,臺中市沙鹿區福德路1號,臺中市沙鹿區鹿寮里11鄰福德路1號,205703.38,2682473.22,TGOS
豐宜興工程有限公司,特殊設施,環境污染,固定空污,臺中市清水區北五路,找不到指定的門牌地址。,,,Google
普盛生物科技股份有限公司,特殊設施,環境污染,固定空污,臺中市梧棲區臨港路三段168巷149弄26號,臺中市梧棲區草湳里13鄰臨港路三段168巷149弄26號,201072.147,2680628.151,TGOS
普盛生物科技股份有限公司,特殊設施,環境污染,固定空污,臺中市龍井區忠和段1333地號,臺中市龍井區忠和段1333地號,199852.783,2679134.034,NLSC
普盛生物科技股份有限公司,特殊設施,環境污染,固定空污,臺中市梧棲區臨港路三段168巷149弄26號,臺中市梧棲區草湳里13鄰臨港路三段168巷149弄26號,201072.147,2680628.151,TGOS
丞祐興業有限公司,特殊設施,環境污染,固定空污,臺中市烏日區五光路復光六巷120號,臺中市烏日區光明里9鄰五光路復光六巷120號,212960.06,2666227.009,TGOS
普盛生物科技股份有限公司,特殊設施,環境污染,固定空污,臺中市梧棲區草湳里臨港路三段168巷149弄26號,臺中市梧棲區草湳里13鄰臨港路三段168巷149弄26號,201072.147,2680628.151,TGOS
揚泰瀝青股份有限公司,特殊設施,環境污染,固定空污,臺中市沙鹿區中山路1之1號,臺中市沙鹿區西勢里13鄰中山路1號之1,209117.228,2682697.46,TGOS
瑞士實業有限公司,特殊設施,環境污染,固定空污,臺中市龍井區中山一路二段513號,臺中市龍井區山腳里1鄰中山一路二段511號,203196.57,2679103.24,TGOS
宏晟有限公司,特殊設施,環境污染,固定空污,臺中市神岡區溪頭路101號,臺中市神岡區新庄里3鄰溪頭路101號,214833.87,2686455.799,TGOS
鈺鎧科技股份有限公司精科廠,特殊設施,環境污染,固定空污,臺中市南屯區文山里精科東路15號,臺中市南屯區文山里39鄰精科東路15號,209974.98,2671275.177,TGOS
誠宇工業有限公司,特殊設施,環境污染,固定空污,臺中市太平區德隆里光德路239號,臺中市太平區德隆里12鄰光德路239號,221904.959,2666741.5,TGOS
台瑋企業股份有限公司二廠,特殊設施,環境污染,固定空污,臺中市梧棲區草湳里臨港路三段168巷55號,臺中市梧棲區草湳里13鄰臨港路三段168巷55號,200864.848,2680555.137,TGOS
仲弘科技工業股份有限公司,特殊設施,環境污染,固定空污,臺中市后里區中和里公安路174號,臺中市后里區中和里9鄰公安路174號,220119.755,2689075.689,TGOS
般若科技股份有限公司,特殊設施,環境污染,固定空污,臺中市西屯區協和里工業區三十五路37號,臺中市西屯區協和里15鄰工業區三十五路37號,208659.665,2674464.941,TGOS
禾益佳股份有限公司一廠,特殊設施,環境污染,固定空污,臺中市大肚區永和里溪洲路241號,臺中市大肚區永和里1鄰溪洲路241號,203706.035,2671339.026,TGOS
台灣中油股份有限公司天然氣事業部台中液化天然氣廠,特殊設施,環境污染,固定空污,臺中市梧棲區草湳里南堤路二段88號,臺中市梧棲區草湳里13鄰南堤路二段88號,198312.113,2683219.882,TGOS
大鈿彩藝股份有限公司,特殊設施,環境污染,固定空污,臺中市大里區大元里大衛路27號,臺中市大里區大元里16鄰大衛路27號,217691.01,2665336.589,TGOS
曜凌光電股份有限公司,特殊設施,環境污染,固定空污,臺中市大雅區秀山里科雅路25號,臺中市大雅區秀山里14鄰科雅路25號,212206.402,2679985.716,TGOS
台昌彩藝工業股份有限公司大甲廠,特殊設施,環境污染,固定空污,臺中市大甲區通天路138之1號,臺中市大甲區太白里7鄰通天路138之1號,215359.44,2697278.126,TGOS
聯強產業股份有限公司,特殊設施,環境污染,固定空污,臺中市太平區光隆里光興路597巷23號,臺中市太平區光隆里光興路597巷23號,222395.3545,2666889.791,Google
中龍鋼鐵股份有限公司,特殊設施,環境污染,固定空污,臺中市龍井區麗水里龍昌路100號,臺中市龍井區麗水里9鄰龍昌路50號,198575.67,2679026.129,TGOS
層層包裝事業股份有限公司,特殊設施,環境污染,固定空污,臺中市大甲區日南里幼獅路76號,臺中市大甲區日南里19鄰幼獅路76號,215227.38,2699434.132,TGOS
層層包裝事業股份有限公司,特殊設施,環境污染,固定空污,臺中市大甲區日南里幼獅路76號,臺中市大甲區日南里19鄰幼獅路76號,215227.38,2699434.132,TGOS
嘉德造園有限公司,特殊設施,環境污染,固定空污,臺中市龍井區臨港路一段附近路段,找不到指定的門牌地址。,,,Google
展威實業有限公司,特殊設施,環境污染,固定空污,臺中市龍井區區三港路326巷12號,臺中市龍井區三港路326巷12號,200731.3977,2677924.716,Google
展威實業有限公司,特殊設施,環境污染,固定空污,臺中市龍井區三港路326巷12號,臺中市龍井區龍津里14鄰三港路326巷12號,200801.644,2677903.302,TGOS
立安東化工股份有限公司台中廠,特殊設施,環境污染,固定空污,臺中市梧棲區草湳里南堤路二段99號,臺中市梧棲區草湳里13鄰南堤路二段99號,199133.598,2684596.774,TGOS
層層包裝事業股份有限公司,特殊設施,環境污染,固定空污,臺中市大甲區日南里幼獅路76號,臺中市大甲區日南里19鄰幼獅路76號,215227.38,2699434.132,TGOS
臺中市文山資源回收(焚化)廠,特殊設施,環境污染,固定空污,臺中市南屯區文山里文山南巷500號,臺中市南屯區文山里39鄰文山南巷500號,209244.562,2671975.359,TGOS
水舞健康休閒股份有限公司,特殊設施,環境污染,室內空氣品質,臺中市西區公平里大業路45號,臺中市西區公平里13鄰大業路45號,214786.848,2672062.149,TGOS
水舞健康休閒股份有限公司,特殊設施,環境污染,室內空氣品質,臺中市西區公平里大業路45號,臺中市西區公平里13鄰大業路45號,214786.848,2672062.149,TGOS
水舞健康休閒股份有限公司,特殊設施,環境污染,室內空氣品質,臺中市西區公平里大業路45號,臺中市西區公平里13鄰大業路45號,214786.848,2672062.149,TGOS
亞東工業氣體股份有限公司台中分公司,特殊設施,環境污染,毒性化學物質,臺中市梧棲區經一路2號,臺中市梧棲區草湳里13鄰經一路2號,200136.69,2680777.569,TGOS
高鼎精密材料股份有限公司,特殊設施,環境污染,毒性化學物質,臺中市南屯區寶山里工業區二十一路35號,臺中市南屯區寶山里17鄰工業區二十一路35號,209968.116,2672401.253,TGOS
瑞明企業社,特殊設施,環境污染,移動污染,臺中市后里區寺山路隧道口巷17之20號(后里柴油車排煙檢測站),臺中市后里區廣福里11鄰寺山路17號,223198.579,2688264.135,TGOS
廣建興有限公司,特殊設施,環境污染,移動污染,臺中市政府環境保護局柴油車排煙檢測站,找不到指定的門牌地址。,,,TGOS
圓夢美食有限公司,特殊設施,環境污染,飲用水污染,臺中市大里區長榮里東榮路35巷1號2樓,臺中市大里區長榮里5鄰東榮路35巷1號,218350.94,2667227.129,TGOS
漾漾香飲料店,特殊設施,環境污染,源頭減量及資源回收,臺中市大里區新仁路一段215之1號,臺中市大里區立仁里7鄰新仁路一段215之1號,219632.92,2667303.18,TGOS
二十一世紀生活事業股份有限公司,特殊設施,環境污染,源頭減量及資源回收,臺中市東區復興路四段186號,臺中市東區新庄里28鄰復興路四段186號,218256.72,2670061.987,TGOS
雍上意國際貿易股份有限公司健行店分公司,特殊設施,環境污染,源頭減量及資源回收,臺中市北區賴村里健行路532號,臺中市北區賴村里15鄰健行路532號,217361.617,2672702.328,TGOS
沛晟茶行,特殊設施,環境污染,源頭減量及資源回收,臺中市南屯區大墩路260號,臺中市南屯區大同里6鄰大墩路260號,214443.027,2670904.694,TGOS
尚好輪環保科技有限公司,特殊設施,環境污染,源頭減量及資源回收,臺中市太平區永新段959之5地號,臺中市太平區永新段959之5地號,220203.091,2669214.423,NLSC
尚好輪環保科技有限公司,特殊設施,環境污染,源頭減量及資源回收,臺中市太平區永新段959之5地號,臺中市太平區永新段959之5地號,220203.091,2669214.423,NLSC
天星國家別墅管理委員會,特殊設施,環境污染,源頭減量及資源回收,臺中市北屯區東山路二段100巷9號,臺中市北屯區大坑里11鄰東山路二段100巷9號,224193.302,2677035.964,TGOS
晉兆生化科技股份有限公司,特殊設施,環境污染,源頭減量及資源回收,臺中市梧棲區自立路388號,臺中市梧棲區草湳里51鄰自立路388號,201977.962,2681878.45,TGOS
國泰優雅A區社區管理委員會,特殊設施,環境污染,源頭減量及資源回收,臺中市南區五權南路278巷3之1號,臺中市南區江川里2鄰五權南路278巷3之1號,216503.72,2668708.751,TGOS
欣欣自助餐店,特殊設施,環境污染,源頭減量及資源回收,臺中市南區積善里國光路250號,臺中市南區積善里1鄰國光路250號,217367.897,2668659.35,TGOS
智偉綠能有限公司,特殊設施,環境污染,廢棄物清除處理機構,臺中市烏日區溪埧里溪南路一段680巷137號,臺中市烏日區溪埧里8鄰溪南路一段680巷137號,213437.255,2663520.887,TGOS
黃金屋環保科技有限公司,特殊設施,環境污染,廢棄物清除處理機構,臺中市西區民龍里臺灣大道二段239號13樓,臺中市西區民龍里15鄰臺灣大道二段239號,216144.138,2671979.537,TGOS
永利環保工程企業有限公司,特殊設施,環境污染,廢棄物清除處理機構,臺中市霧峰區中正路與北岸路口,臺中市霧峰區中正路與北岸路交叉口,219040.7938,2656513.721,Google
全精英實業股份有限公司,特殊設施,環境污染,廢棄物清除處理機構,臺中市神岡區新庄里和睦路一段930巷11號,臺中市神岡區新庄里19鄰和睦路一段930巷11號,213500.51,2687119.899,TGOS
昇發有限公司,特殊設施,環境污染,廢棄物清除處理機構,臺中市大甲區光明路187巷16號,臺中市大甲區新美里18鄰光明路187巷16號,211370.119,2693278.112,TGOS
油仙環保清潔有限公司,特殊設施,環境污染,廢棄物清除處理機構,臺中市龍井區三德里臨港路二段42之2號,臺中市龍井區三德里8鄰臨港路二段42之2號,200028.554,2678790.859,TGOS
大育衛生清潔行,特殊設施,環境污染,廢棄物清除處理機構,臺中市西屯區福中十五街15巷47號,臺中市西屯區福中里2鄰福中十五街15巷47號,210799.138,2674284.352,TGOS
健發廢棄物清理有限公司,特殊設施,環境污染,廢棄物清除處理機構,臺中市中區成功路113號,臺中市中區公園里13鄰成功路113號,217742.317,2670660.455,TGOS
一二加環保清除工程有限公司,特殊設施,環境污染,廢棄物清除處理機構,臺中市西屯區朝貴一街16號,臺中市西屯區潮洋里2鄰朝貴一街16號,212985.033,2673880.637,TGOS
一二加環保清除工程有限公司,特殊設施,環境污染,廢棄物清除處理機構,臺中市西屯區朝貴一街16號,臺中市西屯區潮洋里2鄰朝貴一街16號,212985.033,2673880.637,TGOS
黃金屋環保科技有限公司,特殊設施,環境污染,廢棄物清除處理機構,臺中市西區民龍里臺灣大道二段239號,臺中市西區民龍里15鄰臺灣大道二段239號,216144.138,2671979.537,TGOS
大發環保清潔工程有限公司,特殊設施,環境污染,廢棄物清除處理機構,臺中市西屯區西安里光明路136號,臺中市西屯區西安里3鄰光明路136號,213357.033,2675091.271,TGOS
